category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.it_IT,name.fr_FR,name.el_GR,meta_title.it_IT,meta_title.fr_FR,meta_title.el_GR,meta_description.it_IT,meta_description.fr_FR,meta_description.el_GR,meta_keywords.it_IT,meta_keywords.fr_FR,meta_keywords.el_GR,category_image_name.it_IT,category_image_name.fr_FR,category_image_name.el_GR
SUB_15007,MC_15001,"Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery","Snacks, Biscuits & Confectionery",1,1,1,1,0,1,7,Catalog (default),,"Snack, biscotti e pasticceria","Snacks, biscuits et confiseries","Σνακ, Μπισκότα & Ζαχαροπλαστική","Snack, biscotti e pasticceria","Snacks, biscuits et confiseries","Σνακ, Μπισκότα & Ζαχαροπλαστική","Snack, biscotti e pasticceria","Snacks, biscuits et confiseries","Σνακ, Μπισκότα & Ζαχαροπλαστική","Snack, biscotti e pasticceria","Snacks, biscuits et confiseries","Σνακ, Μπισκότα & Ζαχαροπλαστική",,,
SUB_15008,MC_15001,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,Dryfruits Nuts & Seeds,1,1,1,1,0,1,8,Catalog (default),,Dryfruits dadi e semi,Sécheries noix et graines,Ξηρά καρύδια και σπόρους,Dryfruits dadi e semi,Sécheries noix et graines,Ξηρά καρύδια και σπόρους,Dryfruits dadi e semi,Sécheries noix et graines,Ξηρά καρύδια και σπόρους,Dryfruits dadi e semi,Sécheries noix et graines,Ξηρά καρύδια και σπόρους,,,
SUB_15009,MC_15001,Frozen Foods,Frozen Foods,Frozen Foods,Frozen Foods,1,1,1,1,0,1,9,Catalog (default),,Alimenti surgelati,Nourriture surgelée,Κατεψυγμένα φαγητά,Alimenti surgelati,Nourriture surgelée,Κατεψυγμένα φαγητά,Alimenti surgelati,Nourriture surgelée,Κατεψυγμένα φαγητά,Alimenti surgelati,Nourriture surgelée,Κατεψυγμένα φαγητά,,,
SUB_15010,MC_15001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,10,Catalog (default),,Le bevande,Breuvages,Ποτά,Le bevande,Breuvages,Ποτά,Le bevande,Breuvages,Ποτά,Le bevande,Breuvages,Ποτά,,,
SUB_15011,MC_15001,Baby Care,Baby Care,Baby Care,Baby Care,1,1,1,1,0,1,11,Catalog (default),,Assistenza ai bambini,Soins bébé,Φροντίδα μωρού,Assistenza ai bambini,Soins bébé,Φροντίδα μωρού,Assistenza ai bambini,Soins bébé,Φροντίδα μωρού,Assistenza ai bambini,Soins bébé,Φροντίδα μωρού,,,
SUB_15012,MC_15001,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,Personal Care & Hygiene,1,1,1,1,0,1,12,Catalog (default),,Cura personale e igiene,Soins personnels et hygiène,Προσωπική φροντίδα και υγιεινή,Cura personale e igiene,Soins personnels et hygiène,Προσωπική φροντίδα και υγιεινή,Cura personale e igiene,Soins personnels et hygiène,Προσωπική φροντίδα και υγιεινή,Cura personale e igiene,Soins personnels et hygiène,Προσωπική φροντίδα και υγιεινή,,,
SUB_15013,MC_15001,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,Cleaning & Homecare,1,1,1,1,0,1,13,Catalog (default),,Pulizia e homecare.,Nettoyage & domestique,Καθαρισμός & Homecare,Pulizia e homecare.,Nettoyage & domestique,Καθαρισμός & Homecare,Pulizia e homecare.,Nettoyage & domestique,Καθαρισμός & Homecare,Pulizia e homecare.,Nettoyage & domestique,Καθαρισμός & Homecare,,,
SUB_15014,MC_15001,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,Gifts & Giveaways,1,1,1,1,0,1,14,Catalog (default),,Regali e giveaways.,Cadeaux et cadeaux,Δώρα & Giveaways,Regali e giveaways.,Cadeaux et cadeaux,Δώρα & Giveaways,Regali e giveaways.,Cadeaux et cadeaux,Δώρα & Giveaways,Regali e giveaways.,Cadeaux et cadeaux,Δώρα & Giveaways,,,
SUB_20001,MC_20001,Baby food & accessories,Baby food & accessories,Baby food & accessories,Baby food & accessories,1,1,1,1,0,1,,Catalog (default),,Alimenti per bambini e accessori,Nourriture bébé et accessoires,Baby Food & Αξεσουάρ,Alimenti per bambini e accessori,Nourriture bébé et accessoires,Baby Food & Αξεσουάρ,Alimenti per bambini e accessori,Nourriture bébé et accessoires,Baby Food & Αξεσουάρ,Alimenti per bambini e accessori,Nourriture bébé et accessoires,Baby Food & Αξεσουάρ,,,
SUB_20002,MC_20001,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,Baby care & diapering accessories,1,1,1,1,0,1,,Catalog (default),,Assistenza per bambini e accessori per pannolini,Accessoires pour bébé et appareils à couches,Αξεσουάρ για μωρά και αξεσουάρ,Assistenza per bambini e accessori per pannolini,Accessoires pour bébé et appareils à couches,Αξεσουάρ για μωρά και αξεσουάρ,Assistenza per bambini e accessori per pannolini,Accessoires pour bébé et appareils à couches,Αξεσουάρ για μωρά και αξεσουάρ,Assistenza per bambini e accessori per pannolini,Accessoires pour bébé et appareils à couches,Αξεσουάρ για μωρά και αξεσουάρ,,,
SUB_20003,MC_20001,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,Baby monitors & safety,1,1,1,1,0,1,,Catalog (default),,Bambino monitor e sicurezza,Moniteurs de bébé et sécurité,Μωρό Οθόνες & Ασφάλεια,Bambino monitor e sicurezza,Moniteurs de bébé et sécurité,Μωρό Οθόνες & Ασφάλεια,Bambino monitor e sicurezza,Moniteurs de bébé et sécurité,Μωρό Οθόνες & Ασφάλεια,Bambino monitor e sicurezza,Moniteurs de bébé et sécurité,Μωρό Οθόνες & Ασφάλεια,,,
SUB_20004,MC_20001,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,Baby carriers & traveling with babies,1,1,1,1,0,1,,Catalog (default),,Bambini e viaggi con bambini,Porte-bébé et voyager avec des bébés,Baby Carriers & Ταξιδεύοντας με μωρά,Bambini e viaggi con bambini,Porte-bébé et voyager avec des bébés,Baby Carriers & Ταξιδεύοντας με μωρά,Bambini e viaggi con bambini,Porte-bébé et voyager avec des bébés,Baby Carriers & Ταξιδεύοντας με μωρά,Bambini e viaggi con bambini,Porte-bébé et voyager avec des bébés,Baby Carriers & Ταξιδεύοντας με μωρά,,,
SUB_20005,MC_20001,Child Seats,Child Seats,Child Seats,Child Seats,1,1,1,1,0,1,,Catalog (default),,Seggiolini per bambini,Sièges enfants,Παιδικά καθίσματα,Seggiolini per bambini,Sièges enfants,Παιδικά καθίσματα,Seggiolini per bambini,Sièges enfants,Παιδικά καθίσματα,Seggiolini per bambini,Sièges enfants,Παιδικά καθίσματα,,,
SUB_20006,MC_20001,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,Strollers & Accessories,1,1,1,1,0,1,,Catalog (default),,Passeggini e accessori,Poussettes et accessoires,Καροτσάκια και αξεσουάρ,Passeggini e accessori,Poussettes et accessoires,Καροτσάκια και αξεσουάρ,Passeggini e accessori,Poussettes et accessoires,Καροτσάκια και αξεσουάρ,Passeggini e accessori,Poussettes et accessoires,Καροτσάκια και αξεσουάρ,,,
SUB_20007,MC_20001,Nursery,Nursery,Nursery,Nursery,1,1,1,1,0,1,,Catalog (default),,Asilo,Garderie,Φυτώριο,Asilo,Garderie,Φυτώριο,Asilo,Garderie,Φυτώριο,Asilo,Garderie,Φυτώριο,,,
SUB_20008,MC_20001,Toys,Toys,Toys,Toys,1,1,1,1,0,1,918,Catalog (default),,Giocattoli,Jouets,Παιχνίδια,Giocattoli,Jouets,Παιχνίδια,Giocattoli,Jouets,Παιχνίδια,Giocattoli,Jouets,Παιχνίδια,,,
SUB_20008_01,SUB_20008,Learning toys,Learning toys,Learning toys,Learning toys,1,1,1,1,0,1,,Catalog (default),,Giocattoli di apprendimento,Apprendre des jouets,Εκπαιδευτικά παιχνίδια,Giocattoli di apprendimento,Apprendre des jouets,Εκπαιδευτικά παιχνίδια,Giocattoli di apprendimento,Apprendre des jouets,Εκπαιδευτικά παιχνίδια,Giocattoli di apprendimento,Apprendre des jouets,Εκπαιδευτικά παιχνίδια,,,
SUB_20008_02,SUB_20008,Outdoor toys,Outdoor toys,Outdoor toys,Outdoor toys,1,1,1,1,0,1,,Catalog (default),,Giocattoli allaperto,Jouets en plein air,Υπαίθρια παιχνίδια,Giocattoli allaperto,Jouets en plein air,Υπαίθρια παιχνίδια,Giocattoli allaperto,Jouets en plein air,Υπαίθρια παιχνίδια,Giocattoli allaperto,Jouets en plein air,Υπαίθρια παιχνίδια,,,
SUB_20008_03,SUB_20008,Wooden toys,Wooden toys,Wooden toys,Wooden toys,1,1,1,1,0,1,,Catalog (default),,Giocattoli di legno,Jouets en bois,Ξύλινα παιχνίδια,Giocattoli di legno,Jouets en bois,Ξύλινα παιχνίδια,Giocattoli di legno,Jouets en bois,Ξύλινα παιχνίδια,Giocattoli di legno,Jouets en bois,Ξύλινα παιχνίδια,,,
SUB_20008_04,SUB_20008,Board games,Board games,Board games,Board games,1,1,1,1,0,1,,Catalog (default),,Giochi da tavolo,Jeux de société,Επιτραπέζια παιχνίδια,Giochi da tavolo,Jeux de société,Επιτραπέζια παιχνίδια,Giochi da tavolo,Jeux de société,Επιτραπέζια παιχνίδια,Giochi da tavolo,Jeux de société,Επιτραπέζια παιχνίδια,,,
SUB_20008_05,SUB_20008,Electric toys,Electric toys,Electric toys,Electric toys,1,1,1,1,0,1,,Catalog (default),,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,Giocattoli elettrici,Jouets électriques,Ηλεκτρικά παιχνίδια,,,
SUB_20008_06,SUB_20008,Children´s vehicles,Children´s vehicles,Children´s vehicles,Children´s vehicles,1,1,1,1,0,1,,Catalog (default),,Veicoli per bambini,Véhicules denfants,Παιδικά οχήματα,Veicoli per bambini,Véhicules denfants,Παιδικά οχήματα,Veicoli per bambini,Véhicules denfants,Παιδικά οχήματα,Veicoli per bambini,Véhicules denfants,Παιδικά οχήματα,,,
SUB_20008_07,SUB_20008,Game & action figures,Game & action figures,Game & action figures,Game & action figures,1,1,1,1,0,1,,Catalog (default),,Figure di gioco e azione,Chiffres de jeu et daction,Στοιχεία παιχνιδιών και δράσης,Figure di gioco e azione,Chiffres de jeu et daction,Στοιχεία παιχνιδιών και δράσης,Figure di gioco e azione,Chiffres de jeu et daction,Στοιχεία παιχνιδιών και δράσης,Figure di gioco e azione,Chiffres de jeu et daction,Στοιχεία παιχνιδιών και δράσης,,,
SUB_20008_08,SUB_20008,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,Construction kits / building blocks,1,1,1,1,0,1,,Catalog (default),,Kit da costruzione / Blocchetti da costruzione,Kits de construction / blocs de construction,ΚΑΤΑΣΚΕΥΕΣ ΚΑΤΑΣΚΕΥΗΣ / ΔΙΑΧΕΙΡΙΣΗ,Kit da costruzione / Blocchetti da costruzione,Kits de construction / blocs de construction,ΚΑΤΑΣΚΕΥΕΣ ΚΑΤΑΣΚΕΥΗΣ / ΔΙΑΧΕΙΡΙΣΗ,Kit da costruzione / Blocchetti da costruzione,Kits de construction / blocs de construction,ΚΑΤΑΣΚΕΥΕΣ ΚΑΤΑΣΚΕΥΗΣ / ΔΙΑΧΕΙΡΙΣΗ,Kit da costruzione / Blocchetti da costruzione,Kits de construction / blocs de construction,ΚΑΤΑΣΚΕΥΕΣ ΚΑΤΑΣΚΕΥΗΣ / ΔΙΑΧΕΙΡΙΣΗ,,,
SUB_20008_09,SUB_20008,Racetrack,Racetrack,Racetrack,Racetrack,1,1,1,1,0,1,,Catalog (default),,Pista,Piste de course,Ιπποδρόμιο,Pista,Piste de course,Ιπποδρόμιο,Pista,Piste de course,Ιπποδρόμιο,Pista,Piste de course,Ιπποδρόμιο,,,
SUB_20008_10,SUB_20008,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,Painting & handicrafts,1,1,1,1,0,1,,Catalog (default),,Pittura e artigianato,Peinture et artisanat,Ζωγραφική & χειροτεχνία,Pittura e artigianato,Peinture et artisanat,Ζωγραφική & χειροτεχνία,Pittura e artigianato,Peinture et artisanat,Ζωγραφική & χειροτεχνία,Pittura e artigianato,Peinture et artisanat,Ζωγραφική & χειροτεχνία,,,
SUB_20008_11,SUB_20008,Stuffed animals,Stuffed animals,Stuffed animals,Stuffed animals,1,1,1,1,0,1,,Catalog (default),,Animali imbottiti,Des peluches,Λούτρινα ζωάκια,Animali imbottiti,Des peluches,Λούτρινα ζωάκια,Animali imbottiti,Des peluches,Λούτρινα ζωάκια,Animali imbottiti,Des peluches,Λούτρινα ζωάκια,,,
SUB_20008_12,SUB_20008,Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),Toys for babies (0-12M),1,1,1,1,0,1,,Catalog (default),,Giocattoli per bambini (0-12 m),Jouets pour bébés (0-12m),Παιχνίδια για μωρά (0-12m),Giocattoli per bambini (0-12 m),Jouets pour bébés (0-12m),Παιχνίδια για μωρά (0-12m),Giocattoli per bambini (0-12 m),Jouets pour bébés (0-12m),Παιχνίδια για μωρά (0-12m),Giocattoli per bambini (0-12 m),Jouets pour bébés (0-12m),Παιχνίδια για μωρά (0-12m),,,
SUB_30001,MC_30001,Household Items,Household Items,Household Items,Household Items,1,1,1,1,0,1,,Catalog (default),,Articoli casalinghi,Articles ménagers,Είδη οικιακής χρήσης,Articoli casalinghi,Articles ménagers,Είδη οικιακής χρήσης,Articoli casalinghi,Articles ménagers,Είδη οικιακής χρήσης,Articoli casalinghi,Articles ménagers,Είδη οικιακής χρήσης,,,
SUB_30002,MC_30001,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,Contact Lenses & Glasses,1,1,1,1,0,1,,Catalog (default),,Lenti a contatto e occhiali,Lentilles de contact et lunettes,Φακοί επικοινωνίας & γυαλιά,Lenti a contatto e occhiali,Lentilles de contact et lunettes,Φακοί επικοινωνίας & γυαλιά,Lenti a contatto e occhiali,Lentilles de contact et lunettes,Φακοί επικοινωνίας & γυαλιά,Lenti a contatto e occhiali,Lentilles de contact et lunettes,Φακοί επικοινωνίας & γυαλιά,,,
SUB_30003,MC_30001,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,Cosmetics & Fragrances,1,1,1,1,0,1,,Catalog (default),,Cosmetici e fragranze,Cosmétiques et parfums,Καλλυντικά και αρώματα,Cosmetici e fragranze,Cosmétiques et parfums,Καλλυντικά και αρώματα,Cosmetici e fragranze,Cosmétiques et parfums,Καλλυντικά και αρώματα,Cosmetici e fragranze,Cosmétiques et parfums,Καλλυντικά και αρώματα,,,
SUB_30003_01,SUB_30003,Womens fragrances,Womens fragrances,Womens fragrances,Womens fragrances,1,1,1,1,0,1,,Catalog (default),,Fragranze da donna,Parfums des femmes,Γυναικεία αρώματα,Fragranze da donna,Parfums des femmes,Γυναικεία αρώματα,Fragranze da donna,Parfums des femmes,Γυναικεία αρώματα,Fragranze da donna,Parfums des femmes,Γυναικεία αρώματα,,,
SUB_30003_02,SUB_30003,Mens fragrances,Mens fragrances,Mens fragrances,Mens fragrances,1,1,1,1,0,1,,Catalog (default),,Fragranze da uomo,Fragrances hommes,Αρώματα Mens,Fragranze da uomo,Fragrances hommes,Αρώματα Mens,Fragranze da uomo,Fragrances hommes,Αρώματα Mens,Fragranze da uomo,Fragrances hommes,Αρώματα Mens,,,
SUB_30004,MC_30001,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,Body Hygiene & Care,1,1,1,1,0,1,,Catalog (default),,Igiene e cura del corpo,Hygiène du corps et soins,Υγιεινή σώματος και φροντίδα,Igiene e cura del corpo,Hygiène du corps et soins,Υγιεινή σώματος και φροντίδα,Igiene e cura del corpo,Hygiène du corps et soins,Υγιεινή σώματος και φροντίδα,Igiene e cura del corpo,Hygiène du corps et soins,Υγιεινή σώματος και φροντίδα,,,
SUB_30004_01,SUB_30004,Shower & bath products,Shower & bath products,Shower & bath products,Shower & bath products,1,1,1,1,0,1,,Catalog (default),,Doccia e bagno Prodotti,Douche et salle de bain Products,Προϊόντα ντους & μπάνιου,Doccia e bagno Prodotti,Douche et salle de bain Products,Προϊόντα ντους & μπάνιου,Doccia e bagno Prodotti,Douche et salle de bain Products,Προϊόντα ντους & μπάνιου,Doccia e bagno Prodotti,Douche et salle de bain Products,Προϊόντα ντους & μπάνιου,,,
SUB_30004_02,SUB_30004,Deodorants,Deodorants,Deodorants,Deodorants,1,1,1,1,0,1,,Catalog (default),,Deodoranti,Désodorisant,Αποσμητικά,Deodoranti,Désodorisant,Αποσμητικά,Deodoranti,Désodorisant,Αποσμητικά,Deodoranti,Désodorisant,Αποσμητικά,,,
SUB_30004_03,SUB_30004,Sun Care,Sun Care,Sun Care,Sun Care,1,1,1,1,0,1,,Catalog (default),,Cura del sole,Protection solaire,Ηλιοθεραπεία,Cura del sole,Protection solaire,Ηλιοθεραπεία,Cura del sole,Protection solaire,Ηλιοθεραπεία,Cura del sole,Protection solaire,Ηλιοθεραπεία,,,
SUB_30004_04,SUB_30004,Dental Care,Dental Care,Dental Care,Dental Care,1,1,1,1,0,1,,Catalog (default),,Cure odontoiatriche,Soins dentaires,ΟΔΟΝΤΙΑΤΡΙΚΗ ΦΡΟΝΤΙΔΑ,Cure odontoiatriche,Soins dentaires,ΟΔΟΝΤΙΑΤΡΙΚΗ ΦΡΟΝΤΙΔΑ,Cure odontoiatriche,Soins dentaires,ΟΔΟΝΤΙΑΤΡΙΚΗ ΦΡΟΝΤΙΔΑ,Cure odontoiatriche,Soins dentaires,ΟΔΟΝΤΙΑΤΡΙΚΗ ΦΡΟΝΤΙΔΑ,,,
SUB_30005,MC_30001,Love & Contraception,Love & Contraception,Love & Contraception,Love & Contraception,1,1,1,1,0,1,,Catalog (default),,Amore e contraccezione,Amour et contraception,Αγάπη & αντισύλληψη,Amore e contraccezione,Amour et contraception,Αγάπη & αντισύλληψη,Amore e contraccezione,Amour et contraception,Αγάπη & αντισύλληψη,Amore e contraccezione,Amour et contraception,Αγάπη & αντισύλληψη,,,
SUB_30006,MC_30001,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,Medicine & Food Supplements,1,1,1,1,0,1,,Catalog (default),,Integratori medicinali e alimentari,Suppléments de médecine et de nourriture,Ιατρικά και συμπληρώματα διατροφής,Integratori medicinali e alimentari,Suppléments de médecine et de nourriture,Ιατρικά και συμπληρώματα διατροφής,Integratori medicinali e alimentari,Suppléments de médecine et de nourriture,Ιατρικά και συμπληρώματα διατροφής,Integratori medicinali e alimentari,Suppléments de médecine et de nourriture,Ιατρικά και συμπληρώματα διατροφής,,,
SUB_30007,MC_30001,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,Medical supplies & clinic supplies,1,1,1,1,0,1,,Catalog (default),,Forniture mediche e forniture per la clinica,Fournitures médicales et fournitures de la clinique,Ιατρικές προμήθειες και κλινικές προμήθειες,Forniture mediche e forniture per la clinica,Fournitures médicales et fournitures de la clinique,Ιατρικές προμήθειες και κλινικές προμήθειες,Forniture mediche e forniture per la clinica,Fournitures médicales et fournitures de la clinique,Ιατρικές προμήθειες και κλινικές προμήθειες,Forniture mediche e forniture per la clinica,Fournitures médicales et fournitures de la clinique,Ιατρικές προμήθειες και κλινικές προμήθειες,,,
SUB_40001,MC_40001,Books,Books,Books,Books,1,1,1,1,0,1,1,Catalog (default),,Libri,Livres,Βιβλία,Libri,Livres,Βιβλία,Libri,Livres,Βιβλία,Libri,Livres,Βιβλία,,,
SUB_40002,MC_40001,Audio Books,Audio Books,Audio Books,Audio Books,1,1,1,1,0,1,2,Catalog (default),,Libri audio,Livres audio,Βιβλία ήχου,Libri audio,Livres audio,Βιβλία ήχου,Libri audio,Livres audio,Βιβλία ήχου,Libri audio,Livres audio,Βιβλία ήχου,,,
SUB_40003,MC_40001,Calendar,Calendar,Calendar,Calendar,1,1,1,1,0,1,3,Catalog (default),,Calendario,Calendrier,Ημερολόγιο,Calendario,Calendrier,Ημερολόγιο,Calendario,Calendrier,Ημερολόγιο,Calendario,Calendrier,Ημερολόγιο,,,
SUB_40004,MC_40001,Movies,Movies,Movies,Movies,1,1,1,1,0,1,4,Catalog (default),,Film,Films,Κινηματογράφος,Film,Films,Κινηματογράφος,Film,Films,Κινηματογράφος,Film,Films,Κινηματογράφος,,,
SUB_40005,MC_40001,TV Series,TV Series,TV Series,TV Series,1,1,1,1,0,1,5,Catalog (default),,Serie TV,Séries télévisées,Τηλεοπτική σειρά,Serie TV,Séries télévisées,Τηλεοπτική σειρά,Serie TV,Séries télévisées,Τηλεοπτική σειρά,Serie TV,Séries télévisées,Τηλεοπτική σειρά,,,
SUB_40006,MC_40001,Music,Music,Music,Music,1,1,1,1,0,1,6,Catalog (default),,Musica,Musique,ΜΟΥΣΙΚΗ,Musica,Musique,ΜΟΥΣΙΚΗ,Musica,Musique,ΜΟΥΣΙΚΗ,Musica,Musique,ΜΟΥΣΙΚΗ,,,
SUB_50001,MC_50001,Office equipment,Office equipment,Office equipment,Office equipment,1,1,1,1,0,1,,Catalog (default),,Attrezzatura da ufficio,Matériel de bureau,Εξοπλισμός γραφείου,Attrezzatura da ufficio,Matériel de bureau,Εξοπλισμός γραφείου,Attrezzatura da ufficio,Matériel de bureau,Εξοπλισμός γραφείου,Attrezzatura da ufficio,Matériel de bureau,Εξοπλισμός γραφείου,,,
SUB_50002,MC_50001,Office organization,Office organization,Office organization,Office organization,1,1,1,1,0,1,,Catalog (default),,Organizzazione dellufficio,Organisation de bureau,Οργανισμός γραφείων,Organizzazione dellufficio,Organisation de bureau,Οργανισμός γραφείων,Organizzazione dellufficio,Organisation de bureau,Οργανισμός γραφείων,Organizzazione dellufficio,Organisation de bureau,Οργανισμός γραφείων,,,
SUB_50003,MC_50001,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,Gift Boxes & Gift Cards,1,1,1,1,0,1,,Catalog (default),,Scatole regalo e carte regalo,Boîtes-cadeaux et cartes-cadeaux,Κουτιά δώρων & κάρτες δώρων,Scatole regalo e carte regalo,Boîtes-cadeaux et cartes-cadeaux,Κουτιά δώρων & κάρτες δώρων,Scatole regalo e carte regalo,Boîtes-cadeaux et cartes-cadeaux,Κουτιά δώρων & κάρτες δώρων,Scatole regalo e carte regalo,Boîtes-cadeaux et cartes-cadeaux,Κουτιά δώρων & κάρτες δώρων,,,
SUB_50004,MC_50001,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,Painting & Handicraft supplies,1,1,1,1,0,1,911,Catalog (default),,Pittura e forniture artigianali,Fournitures de peinture et dartisanat,Προμήθειες ζωγραφικής και χειροτεχνίας,Pittura e forniture artigianali,Fournitures de peinture et dartisanat,Προμήθειες ζωγραφικής και χειροτεχνίας,Pittura e forniture artigianali,Fournitures de peinture et dartisanat,Προμήθειες ζωγραφικής και χειροτεχνίας,Pittura e forniture artigianali,Fournitures de peinture et dartisanat,Προμήθειες ζωγραφικής και χειροτεχνίας,,,
SUB_50005,MC_50001,Paper goods,Paper goods,Paper goods,Paper goods,1,1,1,1,0,1,,Catalog (default),,Articoli di carta,Marchandises,Χαρτί αγαθών,Articoli di carta,Marchandises,Χαρτί αγαθών,Articoli di carta,Marchandises,Χαρτί αγαθών,Articoli di carta,Marchandises,Χαρτί αγαθών,,,
SUB_50006,MC_50001,Presentation Accessories,Presentation Accessories,Presentation Accessories,Presentation Accessories,1,1,1,1,0,1,,Catalog (default),,Accessori di presentazione,Accessoires de présentation,Αξεσουάρ παρουσίασης,Accessori di presentazione,Accessoires de présentation,Αξεσουάρ παρουσίασης,Accessori di presentazione,Accessoires de présentation,Αξεσουάρ παρουσίασης,Accessori di presentazione,Accessoires de présentation,Αξεσουάρ παρουσίασης,,,
SUB_50007,MC_50001,"Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue","Scissors, Staplers & Glue",1,1,1,1,0,1,,Catalog (default),,"Forbici, Palettelle e colla","Ciseaux, agrafeuses et colle","Ψαλίδι, συρραπτικά και κόλλα","Forbici, Palettelle e colla","Ciseaux, agrafeuses et colle","Ψαλίδι, συρραπτικά και κόλλα","Forbici, Palettelle e colla","Ciseaux, agrafeuses et colle","Ψαλίδι, συρραπτικά και κόλλα","Forbici, Palettelle e colla","Ciseaux, agrafeuses et colle","Ψαλίδι, συρραπτικά και κόλλα",,,
SUB_50008,MC_50001,Stationery,Stationery,Stationery,Stationery,1,1,1,1,0,1,,Catalog (default),,Stazionario,Papeterie,Γραφική ύλη,Stazionario,Papeterie,Γραφική ύλη,Stazionario,Papeterie,Γραφική ύλη,Stazionario,Papeterie,Γραφική ύλη,,,
SUB_50009,MC_50001,School supplies,School supplies,School supplies,School supplies,1,1,1,1,0,1,,Catalog (default),,Materiale scolastico,Fournitures scolaires,Σχολικές προμήθειες,Materiale scolastico,Fournitures scolaires,Σχολικές προμήθειες,Materiale scolastico,Fournitures scolaires,Σχολικές προμήθειες,Materiale scolastico,Fournitures scolaires,Σχολικές προμήθειες,,,
SUB_50010,MC_50001,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,1,1,1,1,0,1,,Catalog (default),,Disegno tecnico,Dessin technique,Τεχνικό σχέδιο,Disegno tecnico,Dessin technique,Τεχνικό σχέδιο,Disegno tecnico,Dessin technique,Τεχνικό σχέδιο,Disegno tecnico,Dessin technique,Τεχνικό σχέδιο,,,
SUB_50011,MC_50001,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,1,1,1,1,0,1,,Catalog (default),,Imballaggio e spedizione,Emballage et expédition,Συσκευασία & αποστολή,Imballaggio e spedizione,Emballage et expédition,Συσκευασία & αποστολή,Imballaggio e spedizione,Emballage et expédition,Συσκευασία & αποστολή,Imballaggio e spedizione,Emballage et expédition,Συσκευασία & αποστολή,,,
SUB_60001,MC_60001,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,1,1,1,1,0,1,,Catalog (default),,Accumulatori e batterie,Accumulateurs et batteries,Συσσωρευτές και μπαταρίες,Accumulatori e batterie,Accumulateurs et batteries,Συσσωρευτές και μπαταρίες,Accumulatori e batterie,Accumulateurs et batteries,Συσσωρευτές και μπαταρίες,Accumulatori e batterie,Accumulateurs et batteries,Συσσωρευτές και μπαταρίες,,,
SUB_60002,MC_60001,Computer,Computer,Computer,Computer,1,1,1,1,0,1,,Catalog (default),,Computer,Ordinateur,Υπολογιστή,Computer,Ordinateur,Υπολογιστή,Computer,Ordinateur,Υπολογιστή,Computer,Ordinateur,Υπολογιστή,,,
SUB_60002_01,SUB_60002,Notebook,Notebook,Notebook,Notebook,1,1,1,1,0,1,,Catalog (default),,Taccuino,Carnet,Σημειωματάριο,Taccuino,Carnet,Σημειωματάριο,Taccuino,Carnet,Σημειωματάριο,Taccuino,Carnet,Σημειωματάριο,,,
SUB_60002_02,SUB_60002,Tablet,Tablet,Tablet,Tablet,1,1,1,1,0,1,,Catalog (default),,Tavoletta,Tablette,Δισκίο,Tavoletta,Tablette,Δισκίο,Tavoletta,Tablette,Δισκίο,Tavoletta,Tablette,Δισκίο,,,
