key,translation,locale
customer.account.default_billing_address,Domyślny adres rozliczeniowy,pl_PL
customer.account.default_shipping_address,Domyślny adres dostawy,pl_PL
customer.profile.update,Zaktualizować profil,pl_PL
customer.password.update,Zmień hasło,pl_PL
customer.profile.delete,Usuń konto,pl_PL
customer.profile.delete.description,Spowoduje to usunięcie wszystkich informacji o koncie.,pl_PL
customer.forgotten-password.title,Odzyskaj moje hasło,pl_PL
customer.forgotten-password.description,Wprowadź adres e-mail powiązany z Twoim kontem.,pl_PL
customer.order.all_orders,Zobacz zamówienia,pl_PL
customer.account.address,Adres,pl_PL
customer.account.edit_address_information,Edytuj informacje adresowe,pl_PL
customer.profile.address.edit,Edytuj,pl_PL
customer.profile.address.delete,Usuń,pl_PL
customer.account.button.add_new_address,Dodaj nowy adres,pl_PL
customer.order.payment_method,Metoda płatności,pl_PL
customer.account.no_order,W tej chwili brak zamówień,pl_PL
customer.order.order_id,Identyfikator zamówienia,pl_PL
customer.order.date,Data zamówienia,pl_PL
customer.order.total,Koszt całkowity,pl_PL
customer.order.items_state,Status zamówienia,pl_PL
customer.order.view_order,Wyświetl zamówienie,pl_PL
customer.order.subTotal,Suma częściowa,pl_PL
customer.order.expenseTotal,Koszty przesyłki (łącznie),pl_PL
customer.order.shipment,Wysyłka,pl_PL
customer.order.remunerationTotal,Łączne wynagrodzenie,pl_PL
customer.order.refundTotal,Całkowity zwrot kosztów,pl_PL
customer.order.taxTotal,Podatek,pl_PL
customer.order.priceToPay,customer.order.priceToPay,pl_PL
customer.account.shopping_points_and_cashback,Shopping Points i Cashback,pl_PL
order_cancel_widget.cancel_order,Anuluj zamówienie,pl_PL
customer.profile.order_details,Szczegóły zamówienia,pl_PL
customer.order.payment,Metody płatności,pl_PL
customer.order.grandTotal,Łączna suma,pl_PL
customer.account.overview,Przegląd,pl_PL
product.multiple.affiliates,Więcej niż jedna oferta,pl_PL
dummyPaymentInvoice.date_of_birth,Data urodzenia,pl_PL
dummyPaymentCreditCard.card_security_code,CVC,pl_PL
dummyPaymentInvoice.invoice,Zapłać z fakturą:,pl_PL
payment.dummy-payment.credit-card,Zapłać następującą kartą kredytową:,pl_PL
customer.account.wishlist,Lista życzeń,pl_PL
cart.item.bundle.description,Przedmioty w zestawie:,pl_PL
catalog.new,Nowy,pl_PL
configurable_bundle_note.note,Uwaga do skonfigurowanego zestawu:,pl_PL
cms.preview.access_denied,Nie jesteś zalogowany lub nie masz uprawnień dostępu do tej strony.,pl_PL
customer.login,Zaloguj się,pl_PL
cart.item.sku,SKU,pl_PL
persistent_cart_share_page.preview,Podgląd: %title%,pl_PL
cart_page.quote.label.locked_cart,cart_page.quote.label.locked_cart,pl_PL
persistent_cart.quote.label.locked_cart.by_quote_approval,"The cart is locked by a quote approval process and cart editing is disabled. To unlock the cart, click",pl_PL
persistent_cart.quote.label.locked_cart.by_quote_request,"The cart is locked by a request for quote and cart editing is disabled. To unlock the cart, click",pl_PL
persistent_cart.quote.label.locked_cart,"The cart is locked and cart editing is disabled. To unlock the cart, click",pl_PL
persistent_cart.quote.button.reset_lock,Reset lock,pl_PL
persistent_cart.quote.label.discarded_locked_cart,Your current modifications will be discarded.,pl_PL
cart.quick_add_to_cart,Quick add to Cart,pl_PL
cart.quick_add_to_cart.submit,Add to Cart,pl_PL
cart.empty,cart.empty,pl_PL
cart.your-order,Twoje zamówienie,pl_PL
cart.total.tax_total,Podatek,pl_PL
product_cart_item.remove,× usuń,pl_PL
cart.item.item_price,Cena przedmiotu,pl_PL
cart.item.item_total,Suma pozycji,pl_PL
customer.password.restore,Ustaw nowe hasło,pl_PL
customer.profile.delete.confirmation_question,Czy na pewno chcesz usunąć swoje konto?,pl_PL
customer.account,Konto klienta,pl_PL
customer.registration.title,Utwórz konto,pl_PL
forms.submit.register,Zarejestrować,pl_PL
customer.login.title,Uzyskaj dostęp do swojego konta,pl_PL
customer.order.reference,Reference,pl_PL
customer.order.company_user,Company User,pl_PL
customer.order.email,Email,pl_PL
customer.order.number_of_items,Liczba pozycji,pl_PL
customer.table.actions,Działania,pl_PL
customer.order_history.apply,Apply,pl_PL
customer.order.item_quantity,Ilość,pl_PL
customer.order.item_amount,customer.order.item_amount,pl_PL
customer.order.delivery_address,Adres dostawy,pl_PL
customer.order.delivery_method,Czas dostawy,pl_PL
customer.order.requested_delivery_date,Wymagana data dostawy,pl_PL
customer.order.bundled_items,Przedmioty w zestawie:,pl_PL
customer.order.options,Opcje produktu:,pl_PL
customer.order_history.active_filters,Aktywne filtry:,pl_PL
customer.order_history.reset_all,Zresetuj wszystko,pl_PL
customer.order.complete_checkout,Dokończ,pl_PL
page.detail.volume_price.quantity,Ilość,pl_PL
page.detail.volume_price.price,Cena,pl_PL
cart_note.checkout_page.item_note,Uwaga,pl_PL
cart_note.checkout_page.quote_note,Uwaga do koszyka,pl_PL
merchant_profile.email,Adres e-mail,pl_PL
merchant_profile.address,Adres,pl_PL
merchant_profile.phone,Telefon,pl_PL
merchant_profile.delivery_time,Czas dostawy,pl_PL
merchant_profile.terms_and_conditions,Regulamin,pl_PL
merchant_profile.cancellation_policy,Polityka zwrotów,pl_PL
merchant_profile.imprint,Imprint,pl_PL
merchant_profile.privacy,Polityka Prywatności,pl_PL
customer.profile.order_details.giftcard.label,Karta podarunkowa,pl_PL
agent.autocomplete.no_results,Nie znaleziono wyników,pl_PL
agent.account.quote_request,Prośby o wycenę,pl_PL
configured_bundle.quantity,Ilość:,pl_PL
configured_bundle.bundle_total,Łącznie w zestawie:,pl_PL
configured_bundle_widget.items,Przedmiotów,pl_PL
configured_bundle.remove,Usunąć,pl_PL
configured_bundle.price,Cena przedmiotu:,pl_PL
configured_bundle.total,Suma pozycji:,pl_PL
product_alternative_widget.product_status.discontinued,Przerwane,pl_PL
customer.account.shopping_list.not_available,Obecnie niedostępne,pl_PL
cart.sales-order-threshold,Minimalna wartość zamówienia,pl_PL
checkout.sales-order-threshold,Minimalna wartość zamówienia,pl_PL
sales-order-threshold.expense.name,Dopłata,pl_PL
catalog.filter.rating_up,& W górę,pl_PL
product_review.summary.out_of,poza,pl_PL
product_review.summary.review,Przegląd,pl_PL
product_review.summary.reviews,Opinie,pl_PL
product_review.on,na,pl_PL
configurable_bundle_page.configurable_bundle_list,Konfigurowalna lista zestawów,pl_PL
general.cancel.button,Anuluj,pl_PL
configurable_bundle_page.configurator.add_to_cart,Dodaj do koszyka,pl_PL
configurable_bundle_page.choose_bundle_to_configure,Wybierz zestaw do skonfigurowania,pl_PL
configurable_bundle_page.select,Wybierz,pl_PL
configurable_bundle_page.configurator.templates_not_found,Brak dostępnych szablonów.,pl_PL
configurable_bundle_page.unselect,Odznacz,pl_PL
configurable_bundle_page.configurator.tip.header,Stwórz swój własny zestaw.,pl_PL
configurable_bundle_page.configurator.tip.text,"Aby utworzyć paczkę, wybierz slot z lewej strony i wybierz produkt z listy.",pl_PL
configurable_bundle_page.configurator.summary,Podsumowanie,pl_PL
return_page.account.no_return,W tej chwili nie ma zwrotów,pl_PL
return_page.table.actions,-,pl_PL
product_bundle_widget.returnable_state,product_bundle_widget.returnable_state,pl_PL
return_page.title,Utwórz zwrot,pl_PL
return_page.breadcrumb.create_return,Utwórz zwrot,pl_PL
return_page.button_text,Utwórz zwrot,pl_PL
custom_reason,custom_reason,pl_PL
return_page.slip.return_reference,Numer zwrotu,pl_PL
return_page.slip.return_date,Data powrotu,pl_PL
return_page.slip.order_reference,Numer zamówienia,pl_PL
return_page.slip.barcode,Kod kreskowy,pl_PL
return_page.slip.product_sku,Kod SKU produktu,pl_PL
return_page.slip.product_name,Nazwa produktu,pl_PL
return_page.slip.default_price,Cena domyślna,pl_PL
return_page.slip.quantity,Ilość,pl_PL
return_page.slip.total_price,Cena całkowita,pl_PL
return_page.slip.return_reason,Powód zwrotu,pl_PL
return_page.slip.items_to_return,Przedmioty do zwrotu,pl_PL
return_page.slip.remuneration_total,Łącznie do wypłaty,pl_PL
return_page.default_title,Zwroty,pl_PL
return_page.breadcrumb.returns,Zwroty,pl_PL
return_page.details.total.items_to_return,Przedmioty do zwrotu,pl_PL
return_page.details.total.items_to_return.count,Przedmiotów,pl_PL
return_page.details.total.remuneration_total,Łączne wynagrodzenie,pl_PL
return_page.button.create_return,Zwrot,pl_PL
return_page.details.actions.print_slip,Drukuj list przewozowy,pl_PL
return_page.details.actions.back_to_list,Powrót do listy,pl_PL
return_page.item_sku,SKU:,pl_PL
return_page.item.options,Opcje produktu:,pl_PL
return_page.quantity,Ilość:,pl_PL
product.attribute.long_description,Długi opis,pl_PL
Reset,Zresetuj,pl_PL
newsletter.form.subscribe,Subskrybuj,pl_PL
global.spryker.shop,myWorld.com,pl_PL
global.show,global.show,pl_PL
global.hide,global.hide,pl_PL
password.weak,password.weak,pl_PL
password.medium,password.medium,pl_PL
password.strong,password.strong,pl_PL
password.very_strong,password.very_strong,pl_PL
password.message,password.message,pl_PL
global.spryker.motto,Technologia z jakością,pl_PL
global.cart,Koszyk,pl_PL
clipboard.copy.success,clipboard.copy.success,pl_PL
clipboard.copy.error,clipboard.copy.error,pl_PL
footer.copyright.content_text,footer.copyright.content_text,pl_PL
footer.copyright.text,footer.copyright.text,pl_PL
global.close,Zamknij,pl_PL
global.payment_providers,Dostawcy płatności,pl_PL
global.shipment_providers,Dostawcy przesyłek,pl_PL
global.get_in_touch,Skontaktuj się,pl_PL
global.social,Media społecznościowe,pl_PL
quick-order.page-title,Szybkie zamówienie,pl_PL
customer.profile,Moje konto,pl_PL
sales_product_bundle_widget.item_sku,SKU:,pl_PL
sales_product_bundle_widget.item.options,Opcje produktu:,pl_PL
sales_product_bundle_widget.quantity,Ilość:,pl_PL
merchant_product.sold_by,merchant_product.sold_by,pl_PL
configured_bundle.order.items,Przedmioty w zestawie:,pl_PL
catalog.filter.show_hide_button,Pokaż/Ukryj filtry,pl_PL
catalog.filter.rangeFrom,Zasięg,pl_PL
catalog.filter.rangeTo,do,pl_PL
catalog.filter.active_rating_up,Gwiazdki i więcej,pl_PL
global.search.spellingSuggestion,Miałeś na myśli,pl_PL
catalog.filter.activeFilters,Aktywne filtry,pl_PL
error.429,Zbyt wiele połączeń,pl_PL
product_quick_add_widget.form.quantity,# Ilość,pl_PL
product_search_widget.search.product_discontinued_prefix,[Przerwane],pl_PL
quick-order.search.no_results,Produkt nie może zostać znaleziony,pl_PL
availability_notification.successfully_unsubscribed,Anulowano subskrypcję,pl_PL
availability_notification.successfully_unsubscribed_text,"Zrezygnowałeś z otrzymywania powiadomień, gdy produkt będzie ponownie dostępny",pl_PL
checkout.step.error.title,Twoje zamówienie nie zostało złożone.,pl_PL
checkout.step.error.text,Coś poszło nie tak. Przepraszamy.,pl_PL
checkout.step.payment.title,Płatność,pl_PL
checkout.step.summary.products,Produkty,pl_PL
checkout.step.summary.requested_delivery_date,Wymagana data dostawy,pl_PL
page.checkout.summary.complete_checkout,Kompletna płatność,pl_PL
page.checkout.summary.date_of_birth,Data urodzenia,pl_PL
page.checkout.shipment.requested_delivery_date.title,Kiedy chcesz otrzymać dostawę?,pl_PL
checkout.step.success.title,Dziękuję.,pl_PL
checkout.step.success.text,W ciągu kilku minut otrzymasz wiadomość e-mail z potwierdzeniem zamówienia. Możesz sprawdzić i śledzić swoje zamówienie na swoim koncie.,pl_PL
checkout.customer.proceed_as_user,Postępuj jako zarejestrowany użytkownik (zarejestruj się),pl_PL
checkout.customer.proceed_as_guest,Postępuj jako gość,pl_PL
checkout.customer.order_as_guest,Zamów jako gość,pl_PL
checkout.step.summary.shipment_costs_total,Koszty przesyłki (łącznie),pl_PL
checkout.summary.item.bundle.description,Przedmioty w zestawie:,pl_PL
summary_node_bundle_items_summary,- %quantity% x %name%,pl_PL
checkout.summary.item.option.description,Opcje produktu:,pl_PL
summary_node_option_value,#ERROR!,pl_PL
product_alternative_widget.not_applicable,Nie dotyczy,pl_PL
product_alternative_widget.add_to_shopping_list,Dodaj do listy zakupów,pl_PL
adyenDirectDebit.owner_name,adyenDirectDebit.owner_name,pl_PL
adyenDirectDebit.iban_number,adyenDirectDebit.iban_number,pl_PL
address.city,Miasto,pl_PL
address.salutation,Pozdrowienie,pl_PL
address.street,Ulica,pl_PL
address.street_nr,Numer,pl_PL
address.zip_code,Kod pocztowy,pl_PL
AdyenCreditCard,Karta kredytowa,pl_PL
adyen.payment.error.cc_cvv,Sprawdź kod CVC,pl_PL
adyen.payment.error.cc_month,Sprawdź miesiąc karty kredytowej,pl_PL
adyen.payment.error.cc_number,Sprawdź numer karty kredytowej,pl_PL
adyen.payment.error.cc_year,Sprawdź rok karty kredytowej,pl_PL
agent.authentication.failed,Uwierzytelnianie nie powiodło się,pl_PL
agent.login.email,E-mail,pl_PL
validator.check.phone,Błędny numer telefonu,pl_PL
validator.check.phone.plus,Numer telefonu nie zawiera znaku +,pl_PL
agent.login.password,Hasło,pl_PL
auth.email,E-mail,pl_PL
auth.im-already-customer,mam już konto,pl_PL
auth.im-new-customer,Nowy klient,pl_PL
auth.login,Zapisz się,pl_PL
auth.password,Hasło,pl_PL
auth.password-forgot,Zapomniałeś?,pl_PL
auth.register,Zarejestrować,pl_PL
availability_notification.email_address,Adres e-mail,pl_PL
availability_notification.notify_me,"Powiadom mnie, gdy będzie ponownie w magazynie",pl_PL
availability_notification.subscribed,Pomyślnie zasubskrybowano,pl_PL
availability_notification_subscription.mail.copyright,"<em> Copyright © nazwa firmy z bieżącego roku, wszelkie prawa zastrzeżone. </em> <br> <br>",pl_PL
availability_notification_subscription.mail.notification.body,"Koniec oczekiwania, możesz teraz dodać ten produkt do koszyka.",pl_PL
availability_notification_subscription.mail.notification.buy_now,Kup Teraz,pl_PL
availability_notification_subscription.mail.notification.head,%name% jest ponownie dostępny!,pl_PL
availability_notification_subscription.mail.notification.subject,%name% jest ponownie dostępny!,pl_PL
availability_notification_subscription.mail.subscribed.body,"Otrzymasz wiadomość e-mail, gdy produkt będzie ponownie dostępny",pl_PL
availability_notification_subscription.mail.subscribed.head,Właśnie poinformowaliśmy nasz zespół zakupowy o Twojej subskrypcji!,pl_PL
availability_notification_subscription.mail.subscribed.subject,Właśnie poinformowaliśmy nasz zespół zakupowy o Twojej subskrypcji!,pl_PL
availability_notification_subscription.mail.unsubscribe,"Chcesz zmienić sposób otrzymywania tych e-maili? <br> Możesz <a target = ""_ blank"" href = ""%link%"" style=""mso-line-height-rule: exactly;-ms-text-size-adjust: 100%;-webkit-text-size-adjust: 100%;color: #656565;font-weight: normal;text-decoration: underline;"">wypisać się z tej listy</a>",pl_PL
cart.add-to-shopping-list.form.placeholder,Wpisz nazwę nowej listy zakupów,pl_PL
cart.code.apply.failed,Nie można zastosować kodu,pl_PL
cart.giftcard.apply.failed,Karta podarunkowa nie ma zastosowania,pl_PL
cart.giftcard.apply.successful,Kod Twojej karty podarunkowej został zastosowany,pl_PL
cart.item_attributes_needed,Wybierz więcej atrybutów,pl_PL
cart.item.option.description,Opcje produktu:,pl_PL
cart.item.option.pre.check.validation.error.exists,"Nie możesz bezpośrednio ponownie zamówić produktu %name%, dodaj go do koszyka osobno.",pl_PL
cart.item.remove.confirm,Czy na pewno chcesz usunąć ten element?,pl_PL
cart_note.cart_page.cart.note_added,Notatka została pomyślnie dodana do koszyka,pl_PL
cart_note.cart_page.item.note_added,Notatka została pomyślnie dodana do pozycji '%sku%',pl_PL
cart_note.customer_page.item_note,Uwaga do zamówionego przedmiotu,pl_PL
cart_note.customer_page.order_note,Uwaga do zamówienia,pl_PL
cart_note.item_form.enter_note,Dodaj notatkę do przedmiotu,pl_PL
cart_note.item_form.placeholder,Wpisz swoją notatkę,pl_PL
cart_note.quote_form.enter_note,Dodaj notatkę do koszyka,pl_PL
cart_note.quote_form.placeholder,Wpisz swoją notatkę,pl_PL
cart_page.error_message.unexpected_error,Wystąpił niespodziewany błąd.,pl_PL
cart.pre.check.affiliate.failed,Nie można dodać przedmiotu %sku% do koszyka.,pl_PL
cart.pre.check.availability.failed,Element %sku% ma tylko dostępność %stock%.,pl_PL
cart.pre.check.availability.failed.empty,Element %sku% nie jest już dostępny.,pl_PL
cart.pre.check.price.failed,Nie znaleziono ceny w wybranej walucie dla produktu o numerze SKU '%sku%'. Zmień walutę lub usuń produkt z zamówienia.,pl_PL
cart.pre.check.product_discontinued,Produkt '%name%' został wycofany. Wybierz inny.,pl_PL
cart.pre.check.quantity.interval.failed,Wymagania dotyczące przedziału ilościowego dla SKU produktu '%sku%' nie są spełnione.,pl_PL
cart.pre.check.quantity.max.failed,Przekroczono maksymalną ilość dla SKU produktu '%sku%'.,pl_PL
cart.pre.check.quantity.min.failed,Minimalne wymagania dotyczące ilości dla SKU produktu '%sku%' nie są spełnione.,pl_PL
cart.pre.check.quantity.value.failed,Niewłaściwa ilość dla SKU produktu '%sku%'.,pl_PL
cart.pre.check.shipment.failed,Nie można zastosować tych zmian. Nie znaleziono metody wysyłki. Wybierz inną metodę wysyłki.,pl_PL
cart.price,Cena,pl_PL
cart.price.subtotal_wo_deals,Suma częściowa,pl_PL
cart.quantity.adjusted,"Żądana ilość pozycji została dostosowana, ponieważ wybrana ilość nie jest dostępna.",pl_PL
cart.remove.items.success,Produkty zostały pomyślnie usunięte,pl_PL
cart.shipping.order-item,#NAME?,pl_PL
cart.total.discount,Zniżka,pl_PL
cart.validate.items.price.changed,Ceny produktów z kodem SKU '%sku%' zostały zmienione.,pl_PL
cart.voucher.apply.failed,Twój kod kuponu jest nieprawidłowy.,pl_PL
cart.voucher.apply.non_applicable,Kod kuponu jest nieprawidłowy,pl_PL
cart.voucher.apply.successful,Twój kupon został przyjęty,pl_PL
catalog.currency,€,pl_PL
catalog.filter.active,Aktywny filtr,pl_PL
catalog.filter.extras,Inne cechy,pl_PL
catalog.filter.hide,ukryj filtr,pl_PL
catalog.filter.main_color,Kolor,pl_PL
catalog.filter.per,Na stronę,pl_PL
catalog.filter.pricerangeFrom,z,pl_PL
catalog.filter.pricerangeTo,do,pl_PL
catalog.filter.show,włóż filtr,pl_PL
catalog.loading,Ładowanie,pl_PL
catalog.next,kontyntynuj,pl_PL
catalog.prev,z powrotem,pl_PL
catalog.sort,Sortowanie,pl_PL
catalog.sort.name_asc,Nazwy od A do Z,pl_PL
catalog.sort.name_desc,Nazwy od Z do A,pl_PL
catalog.sort.price_asc,Ceny od najniższej,pl_PL
catalog.sort.price_desc,Ceny od najwyższej,pl_PL
catalog.sort.rating,Oceny produktów,pl_PL
checkout.customer.auth_as_user,Zapisz się,pl_PL
checkout.giftcard.label,Karta podarunkowa,pl_PL
checkout.nothing.will.be.sent,Dlatego oczywiście nic nie zostanie wysłane!,pl_PL
checkout.payment_method.invalid,Płatność końcowa jest nieprawidłowa,pl_PL
checkout.payment.provider.DummyPayment,Metody Płatności,pl_PL
checkout.pre.check.shipment.failed,Nieprawidłowa metoda wysyłki %nazwa_metody% (%carrier_name%).,pl_PL
checkout.step.address.is_sellable,"Drogi Kliencie, niestety produkty nie są dostępne w Twoim adresie dostawy.",pl_PL
checkout.step.address.select_address,Wybierz adres,pl_PL
checkout.step.confirm_payment.error,Coś poszło nie tak z płatnością,pl_PL
checkout.step.customer.title,Zaloguj sie,pl_PL
checkout.step.payment.must_be_older_than_18_years,Musisz mieć co najmniej 18 lat.,pl_PL
checkout.step.shipment,Przejdź do wysyłki,pl_PL
checkout.step.shipment.provider.a,DHL,pl_PL
checkout.step.shipment.provider.b,Hermes,pl_PL
checkout.step.summary.items,Przedmiotów,pl_PL
checkout.step.summary.shipping,Wysyłka,pl_PL
checkout.step.summary.sms_code_input_error,Kod SMS był nieprawidłowy,pl_PL
checkout.step.summary.sms_code_send_error,Wysyłanie kodu SMS zakończyło się błędem,pl_PL
checkout.step.summary.with_method,Z,pl_PL
checkout.thank.you,Dziękuję Ci,pl_PL
checkout.this.is.shop,To jest sklep,pl_PL
cms.page.sort.name_asc,Sortuj według nazwy rosnąco,pl_PL
cms.page.sort.name_desc,Sortuj malejąco według nazwy,pl_PL
cms-product-group.category.link.text,Przeglądaj więcej,pl_PL
company.account,Konto firmowe,pl_PL
company.account.add_new_address,Zdefiniuj nowy adres,pl_PL
company.account.address,Adres,pl_PL
company.account.address.address1,Ulica,pl_PL
company.account.address.address3,Dodatek do adresu,pl_PL
company.account.address.city,Miasto,pl_PL
company.account.address.country,Kraj,pl_PL
company.account.address.delete,Usuń,pl_PL
company.account.address.edit,Edytuj,pl_PL
company.account.address.is_default_billing,To domyślny adres rozliczeniowy,pl_PL
company.account.address.number,Numer,pl_PL
company.account.address.phone,Numer telefonu,pl_PL
company.account.address.zip_code,Kod pocztowy,pl_PL
company.account.authorization.success,Pomyślnie zarejestrowano,pl_PL
company.account.billing_address,Domyślny adres rozliczeniowy,pl_PL
company.account.business_unit,Jednostki biznesowe,pl_PL
company.account.business_unit.add,Utwórz jednostkę biznesową,pl_PL
company.account.business_unit.address,Adres,pl_PL
company.account.business_unit.create,Stwórz,pl_PL
company.account.business_unit.delete,Usuń,pl_PL
company.account.business_unit.delete.confirmation.warning,Ostrzeżenie,pl_PL
company.account.business_unit.details,Szczegóły,pl_PL
company.account.business_unit.edit,Edytuj,pl_PL
company.account.business_unit.edit_information,Edytuj,pl_PL
company.account.business_unit.email,E-mail,pl_PL
company.account.business_unit.external_url,Zewnętrzny adres URL,pl_PL
company.account.business_unit.name,Nazwa,pl_PL
company.account.business_unit.phone,Numer telefonu,pl_PL
company.account.business_unit.view,Widok,pl_PL
company.account.company_name,Nazwa firmy,pl_PL
company.account.company_role,Role,pl_PL
company.account.company_role.add,Dodaj nową rolę,pl_PL
company.account.company_role.default,Domyślna,pl_PL
company.account.company_role.details,Detale,pl_PL
company.account.company_role.edit,Edytuj,pl_PL
company.account.company_role.edit_information,Edytuj informacje o roli,pl_PL
company.account.company_role.is_default,Jest domyślna,pl_PL
company.account.company_role.name,Nazwa,pl_PL
company.account.company_role.permission.assign,Przydzielać,pl_PL
company.account.company_role.permission.assigned,Przydzielony,pl_PL
company.account.company_role.permission.configure,Skonfiguruj,pl_PL
company.account.company_role.permission.key,Klucz,pl_PL
company.account.company_role.permission.manage,Zarządzaj uprawnieniami,pl_PL
company.account.company_role.permissions,Uprawnienia,pl_PL
company.account.company_role.permission.status,Status,pl_PL
company.account.company_role.permission.unassign,Anuluj przypisanie,pl_PL
company.account.company_role.permission.unassigned,Nieprzypisany,pl_PL
company.account.company_role.user.manage,Zarządzaj przypisanymi użytkownikami firmy,pl_PL
company.account.company_role.users,Użytkownicy,pl_PL
company.account.company_role.view,Widok,pl_PL
company.account.company_user,Użytkownicy,pl_PL
company.account.company_user.add,Dodaj nowego użytkownika,pl_PL
company.account.company_user.business_unit,Jednostka biznesowa,pl_PL
company.account.company_user.delete,Usuń,pl_PL
company.account.company_user.delete.back,Z powrotem,pl_PL
company.account.company_user.delete.successful,Użytkownik został usunięty,pl_PL
company.account.company_user.disable,Wyłączyć,pl_PL
company.account.company_user.edit,Edytuj,pl_PL
company.account.company_user.edit_information,Edytuj informacje o użytkowniku,pl_PL
company.account.company_user.enable,Włączyć,pl_PL
company.account.company_user.name,Nazwa,pl_PL
company.account.company_user.role,Rola,pl_PL
company.account.company_user.status.disable.error,Nie można wyłączyć użytkownika firmowego,pl_PL
company.account.company_user.status.disable.error.cannot_disable_yourself,Nie możesz się wyłączyć,pl_PL
company.account.company_user.status.disable.success,Użytkownik firmowy został pomyślnie wyłączony,pl_PL
company.account.company_user.status.enable.error,Nie można włączyć użytkownika firmowego,pl_PL
company.account.company_user.status.enable.error.cannot_enable_yourself,Nie możesz sobie pozwolić,pl_PL
company.account.company_user.status.enable.success,Użytkownik firmowy został pomyślnie włączony,pl_PL
company.account.edit_address_information,Edytuj informacje adresowe,pl_PL
company.account.login.email,E-mail,pl_PL
company.account.login.password,Hasło,pl_PL
company.account.login.title,Uzyskaj dostęp do swojego konta,pl_PL
company.account.name,Nazwa firmy,pl_PL
company.account.overview,Przegląd,pl_PL
company.account.page-title,Moja firma,pl_PL
company.account.registration.title,Utwórz konto,pl_PL
company.account.shipping_address,Domyślny adres dostawy,pl_PL
company.account.table.actions,Działania,pl_PL
company.company_business_unit.delete.error.has_users,"Nie można usunąć jednostki biznesowej, która zawiera użytkowników",pl_PL
company.company_role.delete.error.has_users,"Nie możesz usunąć roli, gdy zawiera ona użytkowników",pl_PL
company_page.company_business_unit_restricted_message,Nie masz uprawnień do wykonania tej operacji,pl_PL
company_page.company_user_restricted_message,Stali klienci nie mogą działać na stronach firmowych,pl_PL
company_user.business_on_behalf.error.company_not_active,"Nie możesz wybrać tego użytkownika firmowego, firma nie jest aktywna.",pl_PL
company_user.business_on_behalf.error.company_user_invalid,"Nie możesz wybrać tego użytkownika firmowego, jest on nieprawidłowy.",pl_PL
company_user.change_company_user,Zmień użytkownika firmowego,pl_PL
company.user.first_name,Imię,pl_PL
company.user.invitation.accepted,Twoje zaproszenie zostało już wykorzystane,pl_PL
company.user.invitation.actions,Działania,pl_PL
company.user.invitation.business.unit,Jednostka biznesowa,pl_PL
company.user.invitation.delete.button,Kasować,pl_PL
company.user.invitation.delete.confirmation.question,Czy na pewno chcesz usunąć zaproszenie?,pl_PL
company.user.invitation.deleted.error.message,Zaproszenie nie zostało usunięte,pl_PL
company.user.invitation.deleted.success.message,Zaproszenie zostało pomyślnie usunięte,pl_PL
company.user.invitation.delete.title,Usuń zaproszenie,pl_PL
company.user.invitation.expired,Twoje zaproszenie wygasło,pl_PL
company.user.invitation.file,Plik zaproszeń,pl_PL
company.user.invitation.first.name,Imię,pl_PL
company.user.invitation.import.download.errors.file,"Nie udało się zaimportować niektórych zaproszeń. Kliknij <a href=""%link%""> tutaj </a>, aby pobrać plik błędów",pl_PL
company.user.invitation.imported.title.plural,Zaimportowane zaproszenia,pl_PL
company.user.invitation.import.error.message,Import zaproszeń nie powiódł się,pl_PL
company.user.invitation.import.file.invalid,Plik importu jest nieprawidłowy,pl_PL
company.user.invitation.import.title,Importuj nowe zaproszenia,pl_PL
company.user.invitation.invalid,Twoje zaproszenie jest nieważne,pl_PL
company.user.invitation.invite_users,Zaproś użytkowników,pl_PL
company.user.invitation.last.name,Nazwisko,pl_PL
company.user.invitation.mail,Poczta,pl_PL
company.user.invitation.not.found.message,Nie znaleziono zaproszenia,pl_PL
company.user.invitation.resend.button,Wysłać ponownie,pl_PL
company.user.invitation.resend.confirmation.question,Czy na pewno chcesz ponownie wysłać zaproszenie?,pl_PL
company.user.invitation.resend.title,Wyślij ponownie zaproszenie,pl_PL
company.user.invitation.resent.error.message,Zaproszenie nie zostało wysłane ponownie,pl_PL
company.user.invitation.resent.success.message,Zaproszenie zostało wysłane ponownie,pl_PL
company.user.invitation.send.all.button,Wyślij wszystko,pl_PL
company.user.invitation.send.button,Wysłać,pl_PL
company.user.invitation.sent.all.error.message,Nie udało się wysłać niektórych zaproszeń,pl_PL
company.user.invitation.sent.all.none.found.message,Nie znaleziono zaproszeń do wysłania,pl_PL
company.user.invitation.sent.all.success.message,Wszystkie zaproszenia zostały wysłane pomyślnie,pl_PL
company.user.invitation.sent.error.message,Zaproszenie nie zostało wysłane,pl_PL
company.user.invitation.sent.success.message,Zaproszenie wysłane pomyślnie,pl_PL
company.user.invitation.status,Status,pl_PL
company.user.invitation.status.accepted,Przyjęty,pl_PL
company.user.invitation.status.new,Nie wysłane,pl_PL
company.user.invitation.status.pending,Oczekujące,pl_PL
company.user.invitation.title.plural,Zaproszenia,pl_PL
company.user.last_name,Nazwisko,pl_PL
company_user.no_company,Brak firmy,pl_PL
company_user.remember_choice,Pamiętaj o wyborze,pl_PL
company.user.salutation.dr,Dr.,pl_PL
company.user.salutation.mr,Pan.,pl_PL
company.user.salutation.mrs,Pani.,pl_PL
