key,translation,locale
configurable_bundle_page.configurator.slot_page.back_link,Tilbage til bundter,da_DK
configurable_bundle_page.configurator.summary,Resumé,da_DK
configurable_bundle_page.configurator.summary_page_locked,Produktet til mindst en slot skal konfigureres til at besøge oversigtsside.,da_DK
configurable_bundle_page.configurator.summary_page_total,i alt,da_DK
configurable_bundle_page.configurator.templates_not_found,Der er ingen skabeloner til rådighed.,da_DK
configurable_bundle_page.configurator.tip.header,Opret dit eget bundt.,da_DK
configurable_bundle_page.configurator.tip.text,For at oprette bundtet skal du vælge spalten fra venstre side og vælge produktet fra listen.,da_DK
configurable_bundle_page.edit,Redigere,da_DK
configurable_bundle_page.invalid_template_slot_combination,Ugyldig skabelon / slot kombination.,da_DK
configurable_bundle_page.select,Vælg,da_DK
configurable_bundle_page.template_not_found,Konfigurerbar bundle skabelon ikke fundet.,da_DK
configurable_bundle_page.unselect,Unselect.,da_DK
configurable_bundle.slot.validation.error.not_exists,Konfigurerbar bundle skabelon slot eksisterer ikke.,da_DK
configurable_bundle.template_slots.slot-1.name,Slot 1,da_DK
configurable_bundle.template_slots.slot-2.name,Slot 2.,da_DK
configurable_bundle.template_slots.slot-3.name,Slot 3.,da_DK
configurable_bundle.template_slots.slot-4.name,Slot 4.,da_DK
configurable_bundle.template_slots.slot-5.name,Slot 5.,da_DK
configurable_bundle.template_slots.slot-6.name,Slot 6.,da_DK
configurable_bundle.template.validation.error.already_activated,Konfigurerbar bundle skabelon er allerede aktiveret.,da_DK
configurable_bundle.template.validation.error.already_deactivated,Konfigurerbar bundle skabelon er allerede deaktiveret.,da_DK
configurable_bundle.template.validation.error.not_exists,Konfigurerbar bundle skabelon eksisterer ikke.,da_DK
configurable_bundle.templates.configurable-bundle-all-in.name,Alt i,da_DK
configurable_bundle.templates.smartstation.name,Smartstation kit,da_DK
configured_bundle_cart.error.configured_bundle_cannot_be_added,Konfigureret bundle kan ikke tilføjes til indkøbsvogn.,da_DK
configured_bundle_cart.error.configured_bundle_cannot_be_removed,Konfigureret bundle kan ikke fjernes fra vogn.,da_DK
configured_bundle_cart.error.configured_bundle_cannot_be_updated,Konfigureret bundle kan ikke opdateres.,da_DK
configured_bundle_cart.error.configured_bundle_not_found,Konfigureret bundle med forsynet SKU ikke fundet i indkøbsvogn.,da_DK
configured_bundle_note_widget.edit_note,Redigere,da_DK
configured_bundle_note_widget.remove_note,Fjerne,da_DK
configured_bundle_widget.configured_bundle.removed,Konfigureret bundle fjernet succesfuldt.,da_DK
configured_bundle_widget.configured_bundle.updated,Konfigureret pakke opdateret med succes.,da_DK
configured_bundle_widget.items,Varer,da_DK
configured_bundle_widget.multiplier,x,da_DK
configured_bundle.bundle_total,Bundle I alt:,da_DK
configured_bundle.item_sku,SKU:,da_DK
configured_bundle.order.items,Varer i bundtet:,da_DK
configured_bundle.price,Varepris:,da_DK
configured_bundle.quantity,Antal:,da_DK
configured_bundle.remove,Fjerne,da_DK
configured_bundle.total,Vare total:,da_DK
countries.iso.AT,Østrig.,da_DK
countries.iso.BE,Belgien.,da_DK
countries.iso.BG,Bulgarien.,da_DK
countries.iso.CH,Schweiz,da_DK
countries.iso.CY,Cypern,da_DK
countries.iso.CZ,Tjekkiet,da_DK
countries.iso.DE,Tyskland.,da_DK
countries.iso.DK,Danmark,da_DK
countries.iso.EE,Estland.,da_DK
countries.iso.ES,Spanien.,da_DK
countries.iso.FI,Finland.,da_DK
countries.iso.FR,Frankrig.,da_DK
countries.iso.GB,Det Forenede Kongerige,da_DK
countries.iso.GR,Grækenland,da_DK
countries.iso.HR,KROATIEN,da_DK
countries.iso.HU,Ungarn.,da_DK
countries.iso.IE,Irland.,da_DK
countries.iso.IM,Isle of Man.,da_DK
countries.iso.IT,Italien.,da_DK
countries.iso.LT,Litauen,da_DK
countries.iso.LU,Luxembourg.,da_DK
countries.iso.LV,Letland.,da_DK
countries.iso.MC,Monaco.,da_DK
countries.iso.MT,Maltra,da_DK
countries.iso.NL,Holland.,da_DK
countries.iso.NO,Norge.,da_DK
countries.iso.PL,Polen,da_DK
countries.iso.PT,PORTUGAL.,da_DK
countries.iso.RO,RUMÆNIEN,da_DK
countries.iso.SE,Sverige,da_DK
countries.iso.SI,Slovenien.,da_DK
countries.iso.SK,Slovakiet.,da_DK
customer.access.cannot_see_price,Venligst log ind for at se prisen,da_DK
customer.account,Kundekonto.,da_DK
customer.account.add_new_address,Definer ny adresse,da_DK
customer.account.additional_addresses,Yderligere adresser.,da_DK
customer.account.address,Adresser,da_DK
customer.account.available.benefit.voucher.amount,Tilgængelig ydelseskuponbeløb,da_DK
customer.account.available.cashback.amount,Tilgængelig cashback beløb,da_DK
customer.account.available.shopping.point.amount,Tilgængelig Shopping Point Beløb,da_DK
customer.account.button.add_new_address,Tilføj ny adresse,da_DK
customer.account.contact,Kontakt,da_DK
customer.account.default_billing_address,Standard faktureringsadresse,da_DK
customer.account.default_shipping_address,Standard forsendelsesadresse,da_DK
customer.account.deliver_to_multiple_addresses,Levere til flere adresser,da_DK
customer.account.edit_address_information,Rediger adresseoplysninger,da_DK
customer.account.last_orders,Sidste ordrer.,da_DK
customer.account.newsletter,Nyhedsbrev.,da_DK
customer.account.no_order,Ingen ordrer i øjeblikket,da_DK
customer.account.no_orders,Ingen ordrer i øjeblikket,da_DK
customer.account.order_history,Ordrer historie,da_DK
customer.account.overview,Oversigt,da_DK
customer.account.please_specify_billing_address,Angiv venligst faktureringsadresse,da_DK
customer.account.please_specify_shipping_address,Angiv venligst forsendelsesadresse,da_DK
customer.account.print_shopping_list.table.barcode,Stregkode.,da_DK
customer.account.print_shopping_list.table.default_price,Standardpris,da_DK
customer.account.print_shopping_list.table.note,Bemærk,da_DK
customer.account.print_shopping_list.table.product_name,Produktnavn,da_DK
customer.account.print_shopping_list.table.product_sku,Produkt SKU.,da_DK
customer.account.print_shopping_list.title.shopping_list_id,Indkøbsliste ID.,da_DK
customer.account.print_shopping_list.title.shopping_list_name,Indkøbsliste navn,da_DK
customer.account.profile_data,Profil,da_DK
customer.account.shopping_list,Shopping lister,da_DK
customer.account.shopping_list.access,Adgang,da_DK
customer.account.shopping_list.access.full_access,Fuld adgang.,da_DK
customer.account.shopping_list.access.read_only,Læs kun,da_DK
customer.account.shopping_list.add_all_available_to_cart,Tilføj alle tilgængelige produkter til indkøbsvogn,da_DK
customer.account.shopping_list.add_item.success,Varen er blevet tilføjet til indkøbslisten.,da_DK
customer.account.shopping_list.add_selected_items_to_cart,Tilføj udvalgte elementer til indkøbsvogn,da_DK
customer.account.shopping_list.add-to-cart,Tilføj til kurv,da_DK
customer.account.shopping_list.availability,Tilgængelighed,da_DK
customer.account.shopping_list.available,Ledig,da_DK
customer.account.shopping_list.clear.success,Indkøbsliste blev med succes ryddet.,da_DK
customer.account.shopping_list.create.failed,Indkøbslisteoprettelse mislykkedes.,da_DK
customer.account.shopping_list.create.success,Liste '%name%' blev oprettet med succes.,da_DK
customer.account.shopping_list.delete.failed,Indkøbsliste blev ikke slettet.,da_DK
customer.account.shopping_list.delete.it_belongs_to_follow,Det tilhører følgende,da_DK
customer.account.shopping_list.delete.it_will_be_deleted_from_all_of_them,Det vil blive slettet fra dem alle,da_DK
customer.account.shopping_list.delete.success,Indkøbsliste slettet med succes.,da_DK
customer.account.shopping_list.delete.warning,Advarsel,da_DK
customer.account.shopping_list.delete.you_are_trying_to_delete_shopping_list,"Du forsøger at slette indkøbsliste <a href=""""%link%""""> %name% </a>",da_DK
customer.account.shopping_list.empty,I øjeblikket er der ingen ting i din indkøbsliste.,da_DK
customer.account.shopping_list.error.cannot_update,Kan ikke opdatere indkøbsliste.,da_DK
customer.account.shopping_list.error.duplicate_name,En indkøbsliste med samme navn eksisterer allerede.,da_DK
customer.account.shopping_list.item.add.failed,Vare %sku% kunne ikke tilføjes til listen.,da_DK
customer.account.shopping_list.item.add.success,Varenip@skip.sku.Skip.com blev tilføjet til listen.,da_DK
customer.account.shopping_list.item.added_all_available_to_cart,Tilgængelige emner tilføjet til indkøbsvogn med succes.,da_DK
customer.account.shopping_list.item.added_all_available_to_cart.failed,Ikke alle varer tilføjes til indkøbsvogn med succes,da_DK
customer.account.shopping_list.item.added_to_cart,Vare tilføjet til indkøbsvogn med succes.,da_DK
customer.account.shopping_list.item.added_to_cart.failed,Varen blev ikke tilføjet til indkøbsvogn.,da_DK
customer.account.shopping_list.item.not_added,Kunne ikke tilføje produkt til indkøbsliste.,da_DK
customer.account.shopping_list.item.remove.failed,Produktet blev ikke fjernet fra indkøbslisten.,da_DK
customer.account.shopping_list.item.remove.success,Produkt fjernet med succes.,da_DK
customer.account.shopping_list.item.select_item,Mindst et produkt skal vælges.,da_DK
customer.account.shopping_list.items.added_to_cart,Varer tilføjet til indkøbsvogn med succes.,da_DK
customer.account.shopping_list.items.added_to_cart.failed,Varer blev ikke tilføjet til indkøbsvogn.,da_DK
customer.account.shopping_list.items.added_to_cart.not_found,Der er ingen produkter til rådighed for at tilføje til indkøbsvogn.,da_DK
customer.account.shopping_list.items.added_to_cart.select_list,Mindst en indkøbsliste skal vælges.,da_DK
customer.account.shopping_list.not_available,I øjeblikket ikke tilgængelig,da_DK
customer.account.shopping_list.overview.actions,Handlinger,da_DK
customer.account.shopping_list.overview.add_new,Tilføj ny indkøbsliste,da_DK
customer.account.shopping_list.overview.add_shopping_list_to_cart,Tilføj udvalgte indkøbslister til indkøbsvogn,da_DK
customer.account.shopping_list.overview.create.success,Indkøbsliste er blevet oprettet med succes.,da_DK
customer.account.shopping_list.overview.created_date,Dato oprettet,da_DK
customer.account.shopping_list.overview.delete,Delete.,da_DK
customer.account.shopping_list.overview.dismiss,Afskedige,da_DK
customer.account.shopping_list.overview.edit,Omdøb,da_DK
customer.account.shopping_list.overview.empty,Du har ikke nogen indkøbslister endnu.,da_DK
customer.account.shopping_list.overview.enter_name,Indtast navn her,da_DK
customer.account.shopping_list.overview.form.new,Opret ny indkøbsliste,da_DK
customer.account.shopping_list.overview.item_count,Antal stk,da_DK
customer.account.shopping_list.overview.modified_date,Dato for sidste opdatering,da_DK
customer.account.shopping_list.overview.name,Navn på liste,da_DK
customer.account.shopping_list.overview.owner,"Bruger, der har oprettet liste",da_DK
customer.account.shopping_list.overview.print,Print,da_DK
customer.account.shopping_list.overview.share,Del,da_DK
customer.account.shopping_list.overview.shared_with,Deles med,da_DK
customer.account.shopping_list.overview.title,Administrer indkøbslister,da_DK
customer.account.shopping_list.overview.variant,Variant.,da_DK
customer.account.shopping_list.overview.view,Udsigt,da_DK
customer.account.shopping_list.price,Pris,da_DK
customer.account.shopping_list.print_shopping_list,Udskriv indkøbsliste,da_DK
customer.account.shopping_list.product,Produkt,da_DK
customer.account.shopping_list.quantity,Antal,da_DK
customer.account.shopping_list.remove,Fjerne,da_DK
customer.account.shopping_list.share.error.one_id_required,Vælg venligst enten kunde- eller forretningsenhed til at dele indkøbslisten med,da_DK
customer.account.shopping_list.share.from.share,Del,da_DK
customer.account.shopping_list.share.from.share_with,Del indkøbsliste med:,da_DK
customer.account.shopping_list.share.select_company_business_unit,Vælg Business Unit,da_DK
customer.account.shopping_list.share.select_company_user,Vælg kunde,da_DK
customer.account.shopping_list.share.select_permission,Vælg Access Niveau,da_DK
customer.account.shopping_list.share.share_shopping_list_fail,Denne indkøbsliste er blevet delt før med denne enhed,da_DK
customer.account.shopping_list.share.share_shopping_list_successful,Deling af indkøbsliste var vellykket,da_DK
customer.account.shopping_list.updated,Indkøbsliste opdateres med succes,da_DK
customer.account.shopping_points_and_cashback,Shopping Points & Cashback,da_DK
customer.account.wishlist,Ønskeseddel,da_DK
customer.account.wishlist.add_all_available_to_cart,Tilføj alle tilgængelige produkter til indkøbsvogn,da_DK
customer.account.wishlist.add-to-cart,Tilføj til kurv,da_DK
customer.account.wishlist.availability,Tilgængelighed,da_DK
customer.account.wishlist.available,Ledig,da_DK
customer.account.wishlist.continue-shopping,Fortsætte med at handle,da_DK
customer.account.wishlist.created,Ønskeliste skabt succesfuldt.,da_DK
customer.account.wishlist.deleted,Øns ønskeliste Slettet med succes.,da_DK
customer.account.wishlist.empty,I øjeblikket er der ingen ting i din ønskeliste.,da_DK
customer.account.wishlist.item.moved_all_available_to_cart,Tilgængelige elementer flyttet til indkøbsvogn med succes.,da_DK
customer.account.wishlist.item.moved_all_available_to_cart.failed,Ikke alle varer flyttes til kurv med succes,da_DK
customer.account.wishlist.item.moved_to_cart,Varen flyttet til indkøbsvogn med succes.,da_DK
customer.account.wishlist.item.moved_to_cart.failed,Varen blev ikke flyttet til vogn.,da_DK
customer.account.wishlist.item.not_added,Kunne ikke tilføje produkt til ønskeliste.,da_DK
customer.account.wishlist.item.removed,Produkt fjernet med succes.,da_DK
customer.account.wishlist.not_available,I øjeblikket ikke tilgængelig,da_DK
customer.account.wishlist.overview.add_new,Tilføj nyt kunde,da_DK
customer.account.wishlist.overview.date,Dato for oprettelsen.,da_DK
customer.account.wishlist.overview.delete,Delete.,da_DK
customer.account.wishlist.overview.edit,Redigere,da_DK
customer.account.wishlist.overview.empty,Du har ikke nogen lister endnu.,da_DK
customer.account.wishlist.overview.enter_name,Indtast navn her,da_DK
customer.account.wishlist.overview.item_count,# af varer.,da_DK
customer.account.wishlist.overview.name,Navn,da_DK
customer.account.wishlist.overview.price,Pris,da_DK
customer.account.wishlist.overview.sku,SKU.,da_DK
customer.account.wishlist.overview.title,Administrer WishLists.,da_DK
customer.account.wishlist.overview.variant,Variant.,da_DK
customer.account.wishlist.price,Pris,da_DK
customer.account.wishlist.product,Produkt,da_DK
customer.account.wishlist.product-not-available,Dette produkt er ikke tilgængeligt i øjeblikket.,da_DK
customer.account.wishlist.remove,Fjerne,da_DK
customer.account.wishlist.updated,Ønskes ønskeseddel opdateret,da_DK
customer.account.wishlist.view-in-shop,Udsigt,da_DK
customer.address.added,Adressen blev tilføjet,da_DK
customer.address.address1,Gade,da_DK
customer.address.address2,Husnummer,da_DK
customer.address.address3,Yderligere Information,da_DK
customer.address.address4,Flere ekstra forsendelsesoplysninger,da_DK
customer.address.city,City.,da_DK
customer.address.company,Firmanavn,da_DK
customer.address.country,Land,da_DK
customer.address.delete.failed,Adressen kunne ikke slettes,da_DK
customer.address.delete.success,Adresse slettet succes,da_DK
customer.address.first_name,Fornavn,da_DK
customer.address.is_default_billing,Er standard faktureringsadresse,da_DK
customer.address.is_default_shipping,Er standard forsendelsesadresse,da_DK
customer.address.last_name,Efternavn,da_DK
customer.address.number,Husnummer,da_DK
customer.address.phone,Telefonnummer (for mulige spørgsmål vedrørende levering inklusive land præfiks ex. +44),da_DK
customer.address.placeholder.optional,Valgfri,da_DK
customer.address.save_new_address,Gem ny adresse til adressebog,da_DK
customer.address.state,Stat,da_DK
customer.address.updated,Adressen blev opdateret,da_DK
customer.address.vat_number,Momsnummer,da_DK
customer.address.zip_code,Postnummer,da_DK
customer.anonymization.failed,Din konto kunne ikke slettes,da_DK
customer.anonymization.success,Din konto er blevet slettet med succes,da_DK
customer.authentication.failed,Godkendelse mislykkedes,da_DK
customer.authentication.succeeded,Loginet var vellykket,da_DK
customer.authorization.account_confirmed,Din e-mail-adresse er valideret. Log venligst ind for at fortsætte.,da_DK
customer.authorization.invalid_account,"Du skal først validere din e-mail-adresse, før du er i stand til at logge ind",da_DK
customer.authorization.success,Er der næsten! Vi sender dig en email for at validere din e-mail-adresse. Venligst bekræft det for at kunne logge ind.,da_DK
customer.authorization.validate_email_address,Er der næsten! Vi sender dig en email for at validere din e-mail-adresse. Venligst bekræft det for at kunne logge ind.,da_DK
customer.balance.into,Du har:,da_DK
customer.balance.my_world_benefit_voucher_account,Ydelseskupon,da_DK
customer.balance.my_world_cashback_account,Penge tilbage,da_DK
customer.balance.my_world_e_voucher,evoucher.,da_DK
customer.balance.my_world_e_voucher_on_behalf_of_marketer,myworld evoucher (marketing),da_DK
customer.balance.my_world_shopping_points_account,Shopping Points.,da_DK
customer.billingSameAsShipping,Faktureringsadresse samme som forsendelsesadresse,da_DK
customer.birth_date,Fødselsdato (dd.mm.yyyy),da_DK
customer.customer_id,ID.,da_DK
customer.email,E-mail.,da_DK
customer.email.already.used,Email allerede brugt,da_DK
customer.email.format.invalid,Ugyldigt e-mail-adresseformat,da_DK
customer.email.invalid,Email adressen er ugyldig,da_DK
customer.error.confirm_email_link.invalid_or_used,Denne e-mail-verifikationslink er ugyldigt eller er allerede blevet brugt.,da_DK
customer.first_name,Fornavn,da_DK
customer.forgotten_password.email,Email adresse,da_DK
customer.forgotten-password.description,"Indtast den e-mail-adresse, der er knyttet til din konto.",da_DK
customer.forgotten-password.title,Gendan mit kodeord,da_DK
customer.last_name,Efternavn,da_DK
customer.login,Log på,da_DK
customer.login.email,Email.,da_DK
customer.login.failed,Login mislykkedes,da_DK
customer.login.password,Adgangskode,da_DK
customer.login.title,Få adgang til din konto,da_DK
customer.logout,Log ud,da_DK
customer.newsletter.not_subscribed,Intet nyhedsbrev abonnement,da_DK
customer.newsletter.subscribed,Nyhedsbrev abonneret,da_DK
customer.newsletter.subscription,Nyhedsbrevindstillinger.,da_DK
customer.newsletter.subscription_agreement,Jeg accepterer nyhedsbrev abonnement,da_DK
customer.order.all_orders,Se ordrer,da_DK
customer.order.billing_address,Betalingsadresse,da_DK
customer.order.bundled_items,Varer i bundtet:,da_DK
customer.order.canceledTotal,Annulleret beløb,da_DK
customer.order.complete_checkout,Komplet checkout.,da_DK
customer.order.date,Bestillingsdato,da_DK
customer.order.delivery_address,Leveringsadresse,da_DK
customer.order.delivery_method,Leveringsmetode,da_DK
customer.order.discount.total,Rabat,da_DK
customer.order.expenseTotal,Forsendelsesomkostninger (i alt),da_DK
customer.order.grandTotal,Grand Total.,da_DK
customer.order.item_price,Pris inkl. Moms.,da_DK
customer.order.item_quantity,Antal,da_DK
customer.order.item_sku,SKU.,da_DK
customer.order.item_sum,Vare i alt,da_DK
customer.order.items_state,Emner siger,da_DK
customer.order.options,Produktindstillinger:,da_DK
customer.order.order_id,Ordre ID,da_DK
customer.order.payment,Betaling,da_DK
customer.order.payment_method,Betalingsmetode,da_DK
customer.order.priceToPay,Sum,da_DK
customer.order.product_name,Produktnavn,da_DK
customer.order.products,Produkter,da_DK
customer.order.refundTotal,Refusion i alt,da_DK
customer.order.remunerationTotal,Vederlag I alt,da_DK
customer.order.reorder,Reorder.,da_DK
customer.order.reorder_all,Bestil alt,da_DK
customer.order.reorder_selected,Bestil udvalgte varer,da_DK
customer.order.reorder.error.unable_to_reorder_items,"Du kan ikke ombestille disse produkter direkte, bedes du tilføje dem til din indkøbsvogn separat",da_DK
customer.order.requested_delivery_date,Anmodet om leveringsdato,da_DK
customer.order.shipment,Forsendelse,da_DK
customer.order.shipment_method,Forsendelse,da_DK
customer.order.shipping_address,Forsendelsesadresse,da_DK
customer.order.subTotal,Subtotal.,da_DK
customer.order.taxTotal,Skat,da_DK
customer.order.total,i alt,da_DK
customer.order.view_all,Se alt,da_DK
customer.order.view_order,Se ordre,da_DK
customer.password,Adgangskode,da_DK
customer.password.change.success,Adgangskode Skift succesfuld,da_DK
customer.password.changed,Dit kodeord blev ændret med succes,da_DK
customer.password.confirm.new_password,Bekræft kodeord,da_DK
customer.password.invalid,Adgangskoden er ugyldig,da_DK
customer.password.invalid_password,Nuværende adgangskode er forkert,da_DK
customer.password.old_password,Gammelt kodeord,da_DK
customer.password.recovery.mail.sent,"Hvis der er en konto, der er knyttet til denne e-mail-adresse, modtager du en e-mail med yderligere instruktioner",da_DK
customer.password.request.new_password,nyt kodeord,da_DK
customer.password.restore,Indstil en ny adgangskode,da_DK
customer.password.update,Skift kodeord,da_DK
customer.phone,Telefon nummer,da_DK
customer.profile,Min konto,da_DK
customer.profile.address.delete,Delete.,da_DK
customer.profile.address.edit,Redigere,da_DK
customer.profile.change.success,Profilen blev gemt,da_DK
customer.profile.confirm.new_password,Bekræft ny adgangskode,da_DK
customer.profile.delete,Slet konto.,da_DK
customer.profile.delete.confirmation_question,"Er du sikker på, at du vil slette din konto?",da_DK
customer.profile.delete.description,Dette vil slette alle kontooplysningerne.,da_DK
customer.profile.email,Email.,da_DK
customer.profile.first_name,Fornavn,da_DK
customer.profile.last_name,Efternavn,da_DK
customer.profile.link,Min profil,da_DK
customer.profile.old_password,Gammelt kodeord,da_DK
customer.profile.order_details,Ordre detaljer,da_DK
customer.profile.order_details.giftcard.label,Gavekort,da_DK
customer.profile.order_history,Sidste ordrer.,da_DK
customer.profile.phone,telefon,da_DK
customer.profile.request.new_password,nyt kodeord,da_DK
customer.profile.title,Min konto,da_DK
customer.profile.update,Opdater profil,da_DK
customer.register,Tilmeld,da_DK
customer.registration.title,Opret konto,da_DK
customer.reset.password.error.already.loggedIn,"En anden kunde, der allerede er logget ind. Log venligst ud for at nulstille dit kodeord.",da_DK
customer.salutation.dr,Dr.,da_DK
customer.salutation.mr,Hr.,da_DK
customer.salutation.mrs,Fru.,da_DK
customer.salutation.ms,Frk.,da_DK
customer.signin,Log ind,da_DK
customer.signup,Ny kunde?,da_DK
customer.table.actions,Handlinger,da_DK
customer.token.invalid,Token er ugyldig,da_DK
discount.internal.shopping_points,Shopping Points.,da_DK
discount.quote_change.discount.amount_changed,"De rabatter, du valgte for følgende punkter SKU'er, er ændret",da_DK
discount.quote_change.discount.not_available,"De rabatter, du har valgt for følgende punkter SKU'er, er ikke længere tilgængelig",da_DK
discount.quote_change.does_not_apply_for_currency,"Voucher """" %code% """" blev deaktiveret, fordi den ikke gælder for denne valuta.",da_DK
discount.quote_change.does_not_apply_for_currency,"Voucher ""%code%"" var deaktiveret, fordi den ikke gælder for denne valuta.",da_DK
discount.successfully.applied,"Rabatten """" Display_Name """" er blevet anvendt succesfuldt",da_DK
discount.voucher_code.usage_limit.reached,Voucher Code Anvendelsesgrænse nået,da_DK
DummyPaymentCreditCard,Kreditkort,da_DK
dummyPaymentCreditCard.card_expires,Udløbsdato,da_DK
dummyPaymentCreditCard.card_number,Kortnummer,da_DK
dummyPaymentCreditCard.card_security_code,CVC.,da_DK
dummyPaymentCreditCard.card_type,Kort type,da_DK
dummyPaymentCreditCard.hidden_numbers,*********,da_DK
dummyPaymentCreditCard.name_on_card,Navn på kortet,da_DK
DummyPaymentInvoice,Faktura,da_DK
dummyPaymentInvoice.date_of_birth,Fødselsdato,da_DK
dummyPaymentInvoice.invoice,Betal med faktura:,da_DK
DummyPrepayment,Forudbetaling,da_DK
dummyPrepayment.prepaymentbank-info,MWS MyWorld Solutions AG: <br/> Unicredit Bank Austria <br/> IBAN: AT19 1200 0529 5900 6605 <br/> BIC: BKAUSWW,da_DK
email.orderEmail.salutationFemale,Fru / Mrs.,da_DK
email.orderEmail.salutationMale,Hr.,da_DK
error_page.home_link,Gå til HomePage.,da_DK
error_page.text,"Vi kunne ikke finde den side, du leder efter.",da_DK
error_page.title,Siden blev ikke fundet.,da_DK
error.404,"undskyld, noget gik galt",da_DK
error.404_description,Denne side kan ikke findes. Venligst gå tilbage,da_DK
error.429,For mange anmodninger,da_DK
footer_subscribe.subscription_placeholder,Tilføj e-mail.,da_DK
footer_subscribe.subscription_text,Tilmeld dig og hold dig altid opdateret,da_DK
footer.facebook.url,https://www.facebook.com/myWorld.DK,da_DK
footer.follow,Følg os,da_DK
footer.instagram.url,https://www.instagram.com/myworld.global/,da_DK
footer.logo.link.imprint,/ DA / Imprint,da_DK
footer.logo.link.privacy,/ DA / Privacy,da_DK
footer.logo.text,Bygget med,da_DK
footer.logo.url,/,da_DK
footer.navigation_title.customer_service,Kunde service,da_DK
footer.navigation_title.information,Information,da_DK
footer.navigation_title.legal_information,Juridiske oplysninger,da_DK
footer.navigation_title.propositions,Tjen penge med myworld,da_DK
footer.official_partner,Officiel partner.,da_DK
footer.pinterest.url,https://www.pinterest.com/myworldofficial/,da_DK
footer.providers__title,Forsendelse og betaling,da_DK
footer.twitter.url,https://twitter.com/myworld_UK.,da_DK
footer.youtube.url,https://www.youtube.com/channel/uccdwfbarbzg98deud_-l_uq?sub_confirmation=1.,da_DK
form.csrf.error.text,Noget gik galt. Undskyld.,da_DK
forms.accept_terms,Acceptere vilkår,da_DK
forms.confirm-password,Bekræft kodeord,da_DK
forms.email,Email.,da_DK
forms.first-name,Fornavn,da_DK
forms.forgot-password,Glemt kodeord,da_DK
forms.last-name,Efternavn,da_DK
forms.password,Adgangskode,da_DK
forms.save-btn,Gemme,da_DK
forms.submit-btn,Indsend,da_DK
forms.submit.login,Log på,da_DK
forms.submit.register,Tilmeld,da_DK
gdpr.accept_cookies,Accept cookies,da_DK
gdpr.accept_cookies,Accept cookies,da_DK
gdpr.message,Vi bruger cookies på vores hjemmeside for at gøre vores tjenester mere effektive og mere brugervenlige. Venligst vælg 'Accept cookies'! Læs venligst vores %link% for yderligere information.,da_DK
gdpr.message,Vi bruger cookies på vores hjemmeside for at gøre vores tjenester mere effektive og mere brugervenlige. Venligst vælg 'Accept cookies'! Læs venligst vores %link% for yderligere information.,da_DK
gdpr.privacy_policy,Fortrolighedspolitik,da_DK
gdpr.privacy_policy,Fortrolighedspolitik,da_DK
general.back.button,Tilbage,da_DK
general.cancel.button,Afbestille,da_DK
general.edit.button,Redigere,da_DK
general.next.button,Næste,da_DK
global.accept.terms.and.conditions,Acceptere vilkår og betingelser,da_DK
global.add-to-cart,Tilføj til kurv,da_DK
global.back_homepage,Tilbage til HomePage.,da_DK
global.benefit.competitive_prices,Konkurrencedygtige priser.,da_DK
global.benefit.free_returns,Gratis afkast,da_DK
global.benefit.warranty,3 års garanti.,da_DK
global.button.less,Mindre,da_DK
global.button.more,Mere,da_DK
global.cart,Vogn,da_DK
global.cashback,Penge tilbage,da_DK
global.categories,alle kategorier,da_DK
global.close,Tæt,da_DK
global.company,Selskab,da_DK
global.create.account,Opret konto,da_DK
global.email.address,Email adresse,da_DK
global.get_in_touch,Kom i kontakt,da_DK
global.header.categories,alle kategorier,da_DK
global.header.services,myworld Services.,da_DK
global.home,Hjem,da_DK
global.login,Log på,da_DK
global.newsletter,Nyhedsbrev.,da_DK
global.no_image_available,Intet billede tilgængelig,da_DK
global.order.ascendent,A-Z.,da_DK
global.order.descendent,Z-A.,da_DK
global.partners,Partnere,da_DK
global.password,Adgangskode,da_DK
global.payment_providers,Betalingsudbydere,da_DK
global.permission.failed,Denne handling er forbudt,da_DK
global.quantity_symbol,x,da_DK
global.recover.password,Gendan adgangskode,da_DK
global.register,Registrer nu,da_DK
global.search,Søg,da_DK
global.search.pages,sider,da_DK
global.search.results,Søgeresultater,da_DK
global.search.results.view,Udsigt,da_DK
global.search.spellingSuggestion,Mente du,da_DK
global.search.suggestion.in_categories,Kategorier,da_DK
global.search.suggestion.in_cms,sider,da_DK
global.search.suggestion.in_products,Produkter,da_DK
global.search.suggestion.no_result,Intet fundet…,da_DK
global.search.suggestion.see_all_products,Se alle produkter.,da_DK
global.search.suggestions,Søg forslag,da_DK
global.shipment_providers,Forsendelsesleverandører,da_DK
global.social,Sociale medier,da_DK
global.spryker.motto,teknologi med kvalitet,da_DK
global.spryker.shop,myworld.com.,da_DK
homepage.carousel.next,Næste,da_DK
homepage.carousel.previous,Tidligere,da_DK
invoice.company.address,Spryker Systems GmbH <br/> Julie-Wolfthorn-Straße 1 <br /> 10115 Berlin / Tyskland,da_DK
invoice.company.bank.information,Banknavn <br/> IBAN 1234 5678 9123 4567 89 <br /> BIC 12345678 <br/> Handelsregister ABC123456 <br /> Steuernummer 12/345/6789,da_DK
invoice.company.contact.information,#ERROR!,da_DK
invoice.created.at,Fakturadato,da_DK
invoice.customer.number,Kundereference,da_DK
invoice.header,Faktura,da_DK
invoice.order.address.billing,Betalingsadresse,da_DK
invoice.order.address.shipping,Forsendelsesadresse,da_DK
