key,translation,locale
configured_bundle.remove,Poista,fi_FI
configured_bundle.total,Kohta yhteensä:,fi_FI
configured_bundle_widget.configured_bundle.removed,Määritetty nippu poistetaan onnistuneesti.,fi_FI
configured_bundle_widget.configured_bundle.updated,Määritetty nippu päivitetty onnistuneesti.,fi_FI
configured_bundle_widget.items,Tuotteet,fi_FI
configured_bundle_widget.multiplier,x,fi_FI
countries.iso.AT,Itävalta,fi_FI
countries.iso.BE,Belgia,fi_FI
countries.iso.BG,Bulgaria,fi_FI
countries.iso.CH,Sveitsi,fi_FI
countries.iso.CY,Kypros,fi_FI
countries.iso.CZ,Tšekin tasavalta,fi_FI
countries.iso.DE,Saksa,fi_FI
countries.iso.DK,Tanska,fi_FI
countries.iso.EE,Viro,fi_FI
countries.iso.ES,Espanja,fi_FI
countries.iso.FI,Suomi,fi_FI
countries.iso.FR,Ranska,fi_FI
countries.iso.GB,Yhdistynyt kuningaskunta,fi_FI
countries.iso.GR,Kreikka,fi_FI
countries.iso.HR,Kroatia,fi_FI
countries.iso.HU,Unkari,fi_FI
countries.iso.IE,Irlanti,fi_FI
countries.iso.IM,Mansaari,fi_FI
countries.iso.IT,Italia,fi_FI
countries.iso.LT,Liettua,fi_FI
countries.iso.LU,Luxemburg,fi_FI
countries.iso.LV,Latvia,fi_FI
countries.iso.MC,Monaco,fi_FI
countries.iso.MT,Malta,fi_FI
countries.iso.NL,Alankomaat,fi_FI
countries.iso.NO,Norja,fi_FI
countries.iso.PL,Puola,fi_FI
countries.iso.PT,Portugali,fi_FI
countries.iso.RO,Romania,fi_FI
countries.iso.SE,Ruotsi,fi_FI
countries.iso.SI,Slovenia,fi_FI
countries.iso.SK,Slovakia,fi_FI
customer.access.cannot_see_price,Kirjaudu sisään nähdäksesi hinnan,fi_FI
customer.account,Asiakastili,fi_FI
customer.account.additional_addresses,Lisäosoitteet,fi_FI
customer.account.add_new_address,Määritä uusi osoite,fi_FI
customer.account.address,Osoitteet,fi_FI
customer.account.available.benefit.voucher.amount,Käytettävissä oleva etuuskuponki,fi_FI
customer.account.available.cashback.amount,Käytettävissä oleva Cashback-määrä,fi_FI
customer.account.available.shopping.point.amount,Saatavana oleva osaston määrä,fi_FI
customer.account.button.add_new_address,Lisää uusi osoite,fi_FI
customer.account.contact,Ottaa yhteyttä,fi_FI
customer.account.default_billing_address,Oletus laskutusosoite,fi_FI
customer.account.default_shipping_address,oletustoimitusosoite,fi_FI
customer.account.deliver_to_multiple_addresses,Toimita useisiin osoitteisiin,fi_FI
customer.account.edit_address_information,Muokkaa osoitetietoja,fi_FI
customer.account.last_orders,Viimeiset tilaukset,fi_FI
customer.account.newsletter,Uutiskirje,fi_FI
customer.account.no_order,Ei tilauksia tällä hetkellä,fi_FI
customer.account.no_orders,Ei tilauksia tällä hetkellä,fi_FI
customer.account.order_history,Tilausten historia,fi_FI
customer.account.overview,Yleiskatsaus,fi_FI
customer.account.please_specify_billing_address,Määritä laskutusosoite,fi_FI
customer.account.please_specify_shipping_address,Määritä toimitusosoite,fi_FI
customer.account.print_shopping_list.table.barcode,Viivakoodi,fi_FI
customer.account.print_shopping_list.table.default_price,Oletushinta,fi_FI
customer.account.print_shopping_list.table.note,Huomautus,fi_FI
customer.account.print_shopping_list.table.product_name,Tuotteen nimi,fi_FI
customer.account.print_shopping_list.table.product_sku,Tuote SKU,fi_FI
customer.account.print_shopping_list.title.shopping_list_id,Ostoslistan tunnus,fi_FI
customer.account.print_shopping_list.title.shopping_list_name,Ostoslistan nimi,fi_FI
customer.account.profile_data,Profiili,fi_FI
customer.account.shopping_list,Ostoslistot,fi_FI
customer.account.shopping_list.access,Pääsy,fi_FI
customer.account.shopping_list.access.full_access,Täysi pääsy,fi_FI
customer.account.shopping_list.access.read_only,Lue ainoastaan,fi_FI
customer.account.shopping_list.add_all_available_to_cart,Lisää kaikki käytettävissä olevat tuotteet ostoskoriin,fi_FI
customer.account.shopping_list.add_item.success,Tuote on lisätty ostoslistalle.,fi_FI
customer.account.shopping_list.add_selected_items_to_cart,Lisää valitut kohteet ostoskoriin,fi_FI
customer.account.shopping_list.add-to-cart,Lisää ostoskoriin,fi_FI
customer.account.shopping_list.availability,Saatavuus,fi_FI
customer.account.shopping_list.available,Saatavilla,fi_FI
customer.account.shopping_list.clear.success,Ostosluettelo poistettiin onnistuneesti.,fi_FI
customer.account.shopping_list.create.failed,Ostoslistan luominen epäonnistui.,fi_FI
customer.account.shopping_list.create.success,"Luettelo ""%name%"" luotiin onnistuneesti.",fi_FI
customer.account.shopping_list.delete.failed,Ostosluetteloa ei poisteta.,fi_FI
customer.account.shopping_list.delete.it_belongs_to_follow,Se kuuluu seuraaviin,fi_FI
customer.account.shopping_list.delete.it_will_be_deleted_from_all_of_them,Se poistetaan kaikista niistä,fi_FI
customer.account.shopping_list.delete.success,Ostoslista poistettu onnistuneesti.,fi_FI
customer.account.shopping_list.delete.warning,Varoitus,fi_FI
customer.account.shopping_list.delete.you_are_trying_to_delete_shopping_list,"Yrität poistaa ostoslistan <a href=""""%link%""""> %name% </a>",fi_FI
customer.account.shopping_list.empty,Tällä hetkellä ostoslistasi ei ole kohteita.,fi_FI
customer.account.shopping_list.error.cannot_update,Ei voi päivittää ostoslistaa.,fi_FI
customer.account.shopping_list.error.duplicate_name,"Ostoslista, jossa on sama nimi, on jo olemassa.",fi_FI
customer.account.shopping_list.item.added_all_available_to_cart,Saatavilla olevat kohteet lisätään ostoskoriin onnistuneesti.,fi_FI
customer.account.shopping_list.item.added_all_available_to_cart.failed,Kaikki kohteet eivät lisätty ostoskoriin,fi_FI
customer.account.shopping_list.item.added_to_cart,Kohde lisätään ostoskoriin onnistuneesti.,fi_FI
customer.account.shopping_list.item.added_to_cart.failed,Kohta ei lisätty ostoskoriin.,fi_FI
customer.account.shopping_list.item.add.failed,Kohde %sku% ei voitu lisätä luetteloon.,fi_FI
customer.account.shopping_list.item.add.success,Kohde %sku% lisättiin luetteloon.,fi_FI
customer.account.shopping_list.item.not_added,Tuotteen lisääminen epäonnistui ostoslistaan.,fi_FI
customer.account.shopping_list.item.remove.failed,Tuotetta ei poisteta ostoslistalta.,fi_FI
customer.account.shopping_list.item.remove.success,Tuote poistetaan onnistuneesti.,fi_FI
customer.account.shopping_list.items.added_to_cart,Ostoskoriin lisätyt kohteet onnistuneesti.,fi_FI
customer.account.shopping_list.items.added_to_cart.failed,Kohteita ei lisätty ostoskoriin.,fi_FI
customer.account.shopping_list.items.added_to_cart.not_found,Ostoskorissa ei ole käytettävissä olevia tuotteita.,fi_FI
customer.account.shopping_list.items.added_to_cart.select_list,Vähintään yksi ostoslista on valittava.,fi_FI
customer.account.shopping_list.item.select_item,Vähintään yksi tuote on valittava.,fi_FI
customer.account.shopping_list.not_available,Tällä hetkellä ei saatavilla,fi_FI
customer.account.shopping_list.overview.actions,Toiminnot,fi_FI
customer.account.shopping_list.overview.add_new,Lisää uusi ostoslista,fi_FI
customer.account.shopping_list.overview.add_shopping_list_to_cart,Lisää valitut ostoslistoja ostoskoriin,fi_FI
customer.account.shopping_list.overview.created_date,Päivämäärä luotu,fi_FI
customer.account.shopping_list.overview.create.success,Ostoslista on luotu onnistuneesti.,fi_FI
customer.account.shopping_list.overview.delete,Poistaa,fi_FI
customer.account.shopping_list.overview.dismiss,Hylkää,fi_FI
customer.account.shopping_list.overview.edit,Nimeä uudelleen,fi_FI
customer.account.shopping_list.overview.empty,Sinulla ei ole vielä ostoslistoja.,fi_FI
customer.account.shopping_list.overview.enter_name,Anna nimi tähän,fi_FI
customer.account.shopping_list.overview.form.new,Luo uusi ostoslista,fi_FI
customer.account.shopping_list.overview.item_count,Esineiden määrä,fi_FI
customer.account.shopping_list.overview.modified_date,Viimeisen päivityksen päivämäärä,fi_FI
customer.account.shopping_list.overview.name,Luettelon nimi,fi_FI
customer.account.shopping_list.overview.owner,"Käyttäjä, joka on luonut luettelon",fi_FI
customer.account.shopping_list.overview.print,Tulosta,fi_FI
customer.account.shopping_list.overview.share,Jaa,fi_FI
customer.account.shopping_list.overview.shared_with,Jaettu,fi_FI
customer.account.shopping_list.overview.title,Hallitse ostoslistoja,fi_FI
customer.account.shopping_list.overview.variant,Variantti,fi_FI
customer.account.shopping_list.overview.view,Näkymä,fi_FI
customer.account.shopping_list.price,Hinta,fi_FI
customer.account.shopping_list.print_shopping_list,Tulosta ostoslista,fi_FI
customer.account.shopping_list.product,Tuote,fi_FI
customer.account.shopping_list.quantity,Määrä,fi_FI
customer.account.shopping_list.remove,Poista,fi_FI
customer.account.shopping_list.share.error.one_id_required,Valitse joko asiakas tai liiketoimintayksikkö jakamaan ostoslista,fi_FI
customer.account.shopping_list.share.from.share,Jaa,fi_FI
customer.account.shopping_list.share.from.share_with,Jaa ostoslista:,fi_FI
customer.account.shopping_list.share.select_company_business_unit,Valitse liiketoimintayksikkö,fi_FI
customer.account.shopping_list.share.select_company_user,Valitse asiakas,fi_FI
customer.account.shopping_list.share.select_permission,Valitse käyttöoikeus,fi_FI
customer.account.shopping_list.share.share_shopping_list_fail,Tämä ostoslista on jaettu ennen tämän yksikön kanssa,fi_FI
customer.account.shopping_list.share.share_shopping_list_successful,Ostosluettelon jakaminen oli onnistunut,fi_FI
customer.account.shopping_list.updated,Ostoslista päivitetty onnistuneesti,fi_FI
customer.account.shopping_points_and_cashback,Ostokset ja Cashback,fi_FI
customer.account.wishlist,Toivomuslista,fi_FI
customer.account.wishlist.add_all_available_to_cart,Lisää kaikki käytettävissä olevat tuotteet ostoskoriin,fi_FI
customer.account.wishlist.add-to-cart,Lisää ostoskoriin,fi_FI
customer.account.wishlist.availability,Saatavuus,fi_FI
customer.account.wishlist.available,Saatavilla,fi_FI
customer.account.wishlist.continue-shopping,Jatka ostoksia,fi_FI
customer.account.wishlist.created,Toivelistaan ​​luotiin onnistuneesti.,fi_FI
customer.account.wishlist.deleted,Wishlist poistettu onnistuneesti.,fi_FI
customer.account.wishlist.empty,Tällä hetkellä toivelistallasi ei ole kohteita.,fi_FI
customer.account.wishlist.item.moved_all_available_to_cart,Saatavilla olevat kohteet siirrettiin ostoskoriin onnistumaan.,fi_FI
customer.account.wishlist.item.moved_all_available_to_cart.failed,Kaikki kohteet siirretään ostoskoriin,fi_FI
customer.account.wishlist.item.moved_to_cart,Kohde siirrettiin ostoskoriin onnistumaan.,fi_FI
customer.account.wishlist.item.moved_to_cart.failed,Kohta ei siirretty ostoskoriin.,fi_FI
customer.account.wishlist.item.not_added,Tuotteen lisääminen epäonnistui Wishlist.,fi_FI
customer.account.wishlist.item.removed,Tuote poistetaan onnistuneesti.,fi_FI
customer.account.wishlist.not_available,Tällä hetkellä ei saatavilla,fi_FI
customer.account.wishlist.overview.add_new,Lisää uusi toivomuslista,fi_FI
customer.account.wishlist.overview.date,Luomispäivä,fi_FI
customer.account.wishlist.overview.delete,Poistaa,fi_FI
customer.account.wishlist.overview.edit,Muokata,fi_FI
customer.account.wishlist.overview.empty,Sinulla ei ole vielä luetteloita.,fi_FI
customer.account.wishlist.overview.enter_name,Anna nimi tähän,fi_FI
customer.account.wishlist.overview.item_count,Tuotteiden #,fi_FI
customer.account.wishlist.overview.name,Nimi,fi_FI
customer.account.wishlist.overview.price,Hinta,fi_FI
customer.account.wishlist.overview.sku,Sku,fi_FI
customer.account.wishlist.overview.title,Hallitse toivelistajia,fi_FI
customer.account.wishlist.overview.variant,Variantti,fi_FI
customer.account.wishlist.price,Hinta,fi_FI
customer.account.wishlist.product,Tuote,fi_FI
customer.account.wishlist.product-not-available,Tämä tuote ei ole tällä hetkellä käytettävissä.,fi_FI
customer.account.wishlist.remove,Poista,fi_FI
customer.account.wishlist.updated,Toivelilehti päivitetty onnistuneesti,fi_FI
customer.account.wishlist.view-in-shop,Näkymä,fi_FI
customer.address.added,Osoite lisättiin onnistuneesti,fi_FI
customer.address.address1,Katu,fi_FI
customer.address.address2,Talonumero,fi_FI
customer.address.address3,Lisäinformaatio,fi_FI
customer.address.address4,Lisää lisää Toimitustietoja,fi_FI
customer.address.city,Kaupunki,fi_FI
customer.address.company,Yrityksen nimi,fi_FI
customer.address.country,Maa,fi_FI
customer.address.delete.failed,Osoitetta ei voitu poistaa,fi_FI
customer.address.delete.success,Osoite poistettu onnistuneesti,fi_FI
customer.address.first_name,Etunimi,fi_FI
customer.address.is_default_billing,On oletuslasku Osoite,fi_FI
customer.address.is_default_shipping,On oletusosoite,fi_FI
customer.address.last_name,Sukunimi,fi_FI
customer.address.number,Talonumero,fi_FI
customer.address.phone,"Puhelinnumero (mahdollisten toimituskysymyksen osalta, mukaan lukien maan etuliite ex. +44)",fi_FI
customer.address.placeholder.optional,Valinnainen,fi_FI
customer.address.save_new_address,Tallenna uusi osoite osoitekirjaan,fi_FI
customer.address.state,Osavaltio,fi_FI
customer.address.updated,Osoite päivitettiin onnistuneesti,fi_FI
customer.address.vat_number,ALV-numero,fi_FI
customer.address.zip_code,Postinumero,fi_FI
customer.anonymization.failed,Tilisi ei voitu poistaa,fi_FI
customer.anonymization.success,Tilisi on poistettu onnistuneesti,fi_FI
customer.authentication.failed,Todennus epäonnistui,fi_FI
customer.authentication.succeeded,Kirjautuminen oli onnistunut,fi_FI
customer.authorization.account_confirmed,Sähköpostiosoitteesi on vahvistettu. Kirjaudu sisään jatkaaksesi.,fi_FI
customer.authorization.invalid_account,Sinun on ensin vahvistettava sähköpostiosoitteesi ennen kuin pystyt kirjautumaan sisään,fi_FI
customer.authorization.success,Melkein siellä! Lähetämme sinulle sähköpostin vahvistamaan sähköpostiosoitteesi. Vahvista se voi kirjautua sisään.,fi_FI
customer.authorization.validate_email_address,Melkein siellä! Lähetämme sinulle sähköpostin vahvistamaan sähköpostiosoitteesi. Vahvista se voi kirjautua sisään.,fi_FI
customer.billingSameAsShipping,Laskutusosoite Sama kuin toimitusosoite,fi_FI
customer.birth_date,Syntymäaika (DD.MM.YYYY),fi_FI
customer.customer_id,Id,fi_FI
customer.email,Sähköposti,fi_FI
customer.email.already.used,Sähköposti jo käytetty,fi_FI
customer.email.format.invalid,Virheellinen sähköpostiosoite,fi_FI
customer.email.invalid,sähköpostiosoite on virheellinen,fi_FI
customer.error.confirm_email_link.invalid_or_used,Tämä sähköpostin vahvistuslinkki on virheellinen tai sitä on jo käytetty.,fi_FI
customer.first_name,Etunimi,fi_FI
customer.forgotten-password.description,Anna tilillesi liittyvä sähköpostiosoite.,fi_FI
customer.forgotten_password.email,Sähköpostiosoite,fi_FI
customer.forgotten-password.title,Palauta salasana,fi_FI
customer.last_name,Sukunimi,fi_FI
customer.login,Kirjaudu sisään,fi_FI
customer.login.email,Sähköposti,fi_FI
customer.login.failed,Kirjautuminen epäonnistui,fi_FI
customer.login.password,Salasana,fi_FI
customer.login.title,Kirjaudu tiliisi,fi_FI
customer.logout,Kirjautua ulos,fi_FI
customer.newsletter.not_subscribed,Ei uutiskirjeen tilausta,fi_FI
customer.newsletter.subscribed,Uutiskirje merkitsi,fi_FI
customer.newsletter.subscription,Uutiskirjeen asetukset,fi_FI
customer.newsletter.subscription_agreement,Hyväksyn uutiskirjeen tilauksen,fi_FI
customer.order.all_orders,Näytä tilaukset,fi_FI
customer.order.billing_address,Postitusosoite,fi_FI
customer.order.bundled_items,Nipun kohteita:,fi_FI
customer.order.canceledTotal,Peruutettu määrä,fi_FI
customer.order.complete_checkout,Täydellinen kassalle,fi_FI
customer.order.date,Tilauspäivämäärä,fi_FI
customer.order.delivery_address,Toimitusosoite,fi_FI
customer.order.delivery_method,Toimitustapa,fi_FI
customer.order.discount.total,Alennus,fi_FI
customer.order.expenseTotal,Lähetyskustannukset (yhteensä),fi_FI
customer.order.grandTotal,Loppusumma,fi_FI
customer.order.item_price,Hinta mukaan lukien. arvonlisävero,fi_FI
customer.order.item_quantity,Määrä,fi_FI
customer.order.item_sku,Sku,fi_FI
customer.order.items_state,Tuotteet,fi_FI
customer.order.item_sum,Kohta yhteensä,fi_FI
customer.order.options,Tuotevalinnat:,fi_FI
customer.order.order_id,tilausnumero,fi_FI
customer.order.payment,Maksu,fi_FI
customer.order.payment_method,Maksutapa,fi_FI
customer.order.product_name,Tuotteen nimi,fi_FI
customer.order.products,Tuotteet,fi_FI
customer.order.refundTotal,Palautus yhteensä,fi_FI
customer.order.remunerationTotal,Palkkaus yhteensä,fi_FI
customer.order.reorder,Järjestää uudelleen,fi_FI
customer.order.reorder_all,Järjestä kaikki,fi_FI
customer.order.reorder.error.unable_to_reorder_items,"Et voi palauttaa niitä tuotteita suoraan, lisää ne ostoskoriin erikseen",fi_FI
customer.order.reorder_selected,Valittujen kohteiden uudelleenjärjestely,fi_FI
customer.order.requested_delivery_date,Pyydetty toimituspäivä,fi_FI
customer.order.shipment,Lähetys,fi_FI
customer.order.shipment_method,Lähetys,fi_FI
customer.order.shipping_address,Toimitusosoite,fi_FI
customer.order.subTotal,Välisumma,fi_FI
customer.order.taxTotal,Verottaa,fi_FI
customer.order.total,Kaikki yhteensä,fi_FI
customer.order.view_all,Näytä kaikki,fi_FI
customer.order.view_order,Katso tilaus,fi_FI
customer.password,Salasana,fi_FI
customer.password.changed,Salasanasi muutettiin onnistuneesti,fi_FI
customer.password.change.success,Salasanan muutos onnistuu,fi_FI
customer.password.confirm.new_password,Vahvista salasana,fi_FI
customer.password.invalid,Salasana on virheellinen,fi_FI
customer.password.invalid_password,Nykyinen salasana on väärä,fi_FI
customer.password.old_password,vanha salasana,fi_FI
customer.password.recovery.mail.sent,"Jos tähän sähköpostiosoitteeseen liittyy tili, saat sähköpostiviestin, jossa on lisäohjeita",fi_FI
customer.password.request.new_password,uusi salasana,fi_FI
customer.password.restore,Aseta uusi salasana,fi_FI
customer.password.update,Vaihda salasana,fi_FI
customer.phone,Puhelinnumero,fi_FI
customer.profile,Tilini,fi_FI
customer.profile.address.delete,Poistaa,fi_FI
customer.profile.address.edit,Muokata,fi_FI
customer.profile.change.success,Profiili tallennetaan onnistuneesti,fi_FI
customer.profile.confirm.new_password,Vahvista uusi salasana,fi_FI
customer.profile.delete,Poista tili,fi_FI
customer.profile.delete.confirmation_question,Haluatko varmasti poistaa tilisi?,fi_FI
customer.profile.delete.description,Tämä poistaa kaikki tilin tiedot.,fi_FI
customer.profile.email,Sähköposti,fi_FI
customer.profile.first_name,Etunimi,fi_FI
customer.profile.last_name,Sukunimi,fi_FI
customer.profile.link,Profiilini,fi_FI
customer.profile.old_password,vanha salasana,fi_FI
customer.profile.order_details,Tilauksen tiedot,fi_FI
customer.profile.order_details.giftcard.label,Lahjakortti,fi_FI
customer.profile.order_history,Viimeiset tilaukset,fi_FI
customer.profile.phone,Puhelin,fi_FI
customer.profile.request.new_password,uusi salasana,fi_FI
customer.profile.title,Tilini,fi_FI
customer.profile.update,Päivitä profiili,fi_FI
customer.register,Rekisteri,fi_FI
customer.registration.title,Luo tili,fi_FI
customer.reset.password.error.already.loggedIn,Toinen asiakas on jo kirjautunut sisään. Kirjaudu ulos palauttaa salasanasi.,fi_FI
customer.salutation.dr,DR.,fi_FI
customer.salutation.mr,Herra.,fi_FI
customer.salutation.mrs,Rouva.,fi_FI
customer.salutation.ms,Neiti.,fi_FI
customer.signin,Kirjaudu sisään,fi_FI
customer.signup,Uusi asiakas?,fi_FI
customer.table.actions,Toiminnot,fi_FI
customer.token.invalid,Token on virheellinen,fi_FI
discount.quote_change.discount.amount_changed,Seuraaviin kohteisiin valitsit alennukset SKUS ovat muuttuneet,fi_FI
discount.quote_change.discount.not_available,Seuraaville kohteille olet valinnut alennukset SKUS ei ole enää käytettävissä,fi_FI
discount.quote_change.does_not_apply_for_currency,"Voucher """" %code% """" ei ole poistettu käytöstä, koska se ei koske tätä valuutta.",fi_FI
discount.successfully.applied,"Alennus """" display_name """" on käytetty onnistuneesti",fi_FI
discount.voucher_code.usage_limit.reached,Voucher Code Käyttöraja saavutettu,fi_FI
DummyPaymentCreditCard,Luottokortti,fi_FI
dummyPaymentCreditCard.card_expires,Päättymispäivä,fi_FI
dummyPaymentCreditCard.card_number,Kortin numero,fi_FI
dummyPaymentCreditCard.card_security_code,CVC,fi_FI
dummyPaymentCreditCard.card_type,Korttityyppi,fi_FI
dummyPaymentCreditCard.hidden_numbers,*********,fi_FI
dummyPaymentCreditCard.name_on_card,Nimi Kortissa,fi_FI
DummyPaymentInvoice,Lasku,fi_FI
dummyPaymentInvoice.date_of_birth,Syntymäaika,fi_FI
dummyPaymentInvoice.invoice,Maksa laskulla:,fi_FI
DummyPrepayment,Esimaksu,fi_FI
dummyPrepayment.prepaymentbank-info,MWS Myworld Solutions AG: <br/> Unicredit Bank ITÄVALTA <br/> IBAN: AT19 1200 0529 5900 6605 <br/> BIC: BKAUATWW,fi_FI
email.orderEmail.salutationFemale,Neiti Rouva.,fi_FI
email.orderEmail.salutationMale,Herra.,fi_FI
error.404,"Pahoittelut, jotain meni pieleen",fi_FI
error.404_description,Tätä sivua ei löydy. Palaa takaisin,fi_FI
error_page.home_link,Mene kotisivulle,fi_FI
error_page.text,Emme löytäneet etsimäsi sivua.,fi_FI
error_page.title,Sivua ei löydetty.,fi_FI
footer.facebook.url,https://www.facebook.com/myWorld.FI/,fi_FI
footer.follow,Seuraa meitä,fi_FI
footer.instagram.url,https://www.instagram.com/myworld.suomi/,fi_FI
footer.logo.link.imprint,/ fi / jälki,fi_FI
footer.logo.link.privacy,/ en / yksityisyys,fi_FI
footer.logo.text,Rakennettu,fi_FI
footer.logo.url,/,fi_FI
footer.navigation_title.customer_service,Asiakaspalvelu,fi_FI
footer.navigation_title.information,Tiedot,fi_FI
footer.navigation_title.legal_information,Oikeudelliset tiedot,fi_FI
footer.navigation_title.propositions,Ansaitse rahaa myworldilla,fi_FI
footer.official_partner,Virallinen kumppani,fi_FI
footer.pinterest.url,https://www.pinterest.com/myworldfficial/,fi_FI
footer.providers__title,Lähetys ja maksu,fi_FI
footer_subscribe.subscription_placeholder,Lisää sähköposti,fi_FI
footer_subscribe.subscription_text,Rekisteröidy ja pysy aina ajan tasalla,fi_FI
footer.twitter.url,https://twitter.com/myworld_uk,fi_FI
footer.youtube.url,https://www.youtube.com/channel/uccdwfbarbzg98deud_-l_uq?sub_confirmation=1,fi_FI
form.csrf.error.text,Jotain meni pieleen. Anteeksi.,fi_FI
forms.accept_terms,Hyväksy ehdot,fi_FI
forms.confirm-password,Vahvista salasana,fi_FI
forms.email,Sähköposti,fi_FI
forms.first-name,Etunimi,fi_FI
forms.forgot-password,Unohtuiko salasana,fi_FI
forms.last-name,Sukunimi,fi_FI
forms.password,Salasana,fi_FI
forms.save-btn,Tallentaa,fi_FI
forms.submit-btn,Lähetä,fi_FI
forms.submit.login,Kirjaudu sisään,fi_FI
forms.submit.register,Rekisteri,fi_FI
gdpr.accept_cookies,Hyväksy evästeet,fi_FI
gdpr.message,"Käytämme evästeitä verkkosivuillamme, jotta palvelut tehokkaampi ja käyttäjäystävällisempi. Siksi valitse 'Hyväksy evästeet'! Lue lisätietoja %link%.",fi_FI
gdpr.privacy_policy,Tietosuojakäytäntö,fi_FI
general.back.button,Takaisin,fi_FI
general.cancel.button,Peruuttaa,fi_FI
general.edit.button,Muokata,fi_FI
general.next.button,Seuraava,fi_FI
global.accept.terms.and.conditions,Hyväksy ehdot,fi_FI
global.add-to-cart,Lisää ostoskoriin,fi_FI
global.back_homepage,takaisin kotisivulle,fi_FI
global.benefit.competitive_prices,Kilpailukykyiset hinnat,fi_FI
global.benefit.free_returns,Ilmaiset palautukset,fi_FI
global.benefit.warranty,3 vuoden takuu,fi_FI
global.button.less,Vähemmän,fi_FI
global.button.more,Lisää,fi_FI
global.cart,Kori,fi_FI
global.cashback,Vaihtorahat,fi_FI
global.categories,kaikki kategoriat,fi_FI
global.close,kiinni,fi_FI
global.company,Yhtiö,fi_FI
global.create.account,Luo tili,fi_FI
global.email.address,Sähköpostiosoite,fi_FI
global.get_in_touch,Ota yhteyttä,fi_FI
global.header.categories,kaikki kategoriat,fi_FI
global.header.services,Myworld-palvelut,fi_FI
global.home,Koti,fi_FI
global.login,Kirjaudu sisään,fi_FI
global.newsletter,Uutiskirje,fi_FI
global.no_image_available,Ei kuvaa saatavilla,fi_FI
global.order.ascendent,A-z,fi_FI
global.order.descendent,Z-a,fi_FI
global.partners,Kumppanit,fi_FI
global.password,Salasana,fi_FI
global.payment_providers,Maksupalveluntarjoajat,fi_FI
global.permission.failed,Tämä toimenpide on kielletty,fi_FI
global.quantity_symbol,x,fi_FI
global.recover.password,Palauta salasana,fi_FI
global.register,Rekisteröidy nyt,fi_FI
global.search,Hae,fi_FI
global.search.pages,Sivut,fi_FI
global.search.results,Hakutulokset,fi_FI
global.search.results.view,Näkymä,fi_FI
global.search.spellingSuggestion,Tarkoititko,fi_FI
global.search.suggestion.in_categories,Luokat,fi_FI
global.search.suggestion.in_cms,Sivut,fi_FI
global.search.suggestion.in_products,Tuotteet,fi_FI
global.search.suggestion.no_result,Mitään ei löytynyt…,fi_FI
global.search.suggestions,Hakuehdotukset,fi_FI
global.search.suggestion.see_all_products,Katso kaikki tuotteet,fi_FI
global.shipment_providers,Lähetyksen tarjoajat,fi_FI
global.social,Sosiaalinen media,fi_FI
global.spryker.motto,Teknologia laatu,fi_FI
global.spryker.shop,myworld.com,fi_FI
homepage.carousel.next,Seuraava,fi_FI
homepage.carousel.previous,Edellinen,fi_FI
invoice.company.address,SPRYKER SYSTEMS GMBH <br/> Julie-Wolfthorn-Straße 1 <br /> 10115 Berliini / Saksa,fi_FI
invoice.company.bank.information,Pankin nimi <br/> IBAN 1234 5678 9123 4567 89 <br /> BIC 12345678 <br/> Handelslsregister ABC123456 <br /> Steunummer 12/345/6789,fi_FI
invoice.company.contact.information,+49 (0) 30 2084983 50 <br/> hello@spryker.com,fi_FI
invoice.created.at,Laskutus päivämäärä,fi_FI
invoice.customer.number,Asiakasviite,fi_FI
invoice.header,Lasku,fi_FI
invoice.order.address.billing,Postitusosoite,fi_FI
invoice.order.address.shipping,Toimitusosoite,fi_FI
invoice.order.expenses.total,Postituskulut,fi_FI
invoice.order.grand_total,LOPPUSUMMA,fi_FI
invoice.order.item.price,Kohta hinta,fi_FI
invoice.order.item.price_total,Kohta yhteensä,fi_FI
invoice.order.item.product_name,TUOTTEEN NIMI,fi_FI
invoice.order.item.quantity,MÄÄRÄ,fi_FI
invoice.order.item.sku,Sku,fi_FI
invoice.order.number,Tilauksen viite,fi_FI
invoice.order.tax_amount,Sis. arvonlisävero,fi_FI
item,Kohde,fi_FI
jumbotron.smartphones.link,/ en / Telecom - & - Navigointi / älypuhelimet,fi_FI
jumbotron.smart_watches.link,/ fi / Smart-Wearbles / SmartWatches,fi_FI
jumbotron.tablets.link,/ fi / Tietokoneet / Tabletit,fi_FI
mail.company.status.approved,Hyväksytty,fi_FI
mail.company.status.denied,Kielletty,fi_FI
mail.company.status.pending,Odottaa hyväksyntää,fi_FI
mail.company.status.subject,Yrityksesi on muuttunut aseman,fi_FI
mail.company.status.text,Yrityksesi on muuttunut aseman:,fi_FI
mail.company.user.invitation.body.html,"Hei %name%, olet pyydetty liittymään yrityksen tilille SPRYKER-demo-hopiin, noudata tätä <a href=""%invitationlink%""> Link </ A > Voit suorittaa rekisteröinnin",fi_FI
mail.company.user.invitation.body.text,"Hei %name%, sinut on kutsuttu liittymään yrityksen tilille SPRYKER DEMO -myymälässä, seuraa tätä linkkiä osoitteessa %invitationlink% rekisteröintiä varten",fi_FI
mail.company.user.invitation.subject,Kutsu,fi_FI
mail.customer.registration.subject,"Kiitos, että olet kirjautunut Spryker Shopin kanssa!",fi_FI
mail.customer.registration.text,"Kiitos, että olet kirjautunut Spryker Shopin kanssa!",fi_FI
